评分,comments
5.0,漓江~漓江风光主要指桂林到阳朔的83公里漓江水陆美景，桂林山水甲天下，人在画中游，怎么形容都不过分，1982年就被评为国家第一批重点风景区，国家5A景区，世界文化遗产，以风景秀丽独特，享誉世界，是旅游爱好者必去的旅游景点， 游漓江必须坐旅游船，一般坐3或4星游船，船票随季节浮动，在200-500之间 我就是通过携程提前2天订的票，提前一天飞机下午到桂林，然后住在桂林酒店，傍晚接到携程电话通知，转天早晨旅游大巴免费到酒店门口接，送到码头，上船，开始游览漓江风光，一路有导游讲解，大约4个小时到达阳朔，下船，旅程结束，结束后有2种选择，1种住在阳朔继续游玩，另一种是随旅游大巴返回桂林，
5.0,漓江非常长，漓江的游览方式有两种，一种是乘坐电动竹筏，一个竹筏上可以坐4名游客；另一种方式是乘坐三星游轮，乘坐游船游览漓江。我比较倾向于乘坐电动竹筏，更加有意境。大概8点30分左右，杨堤码头的竹筏才正式接待游客。从杨堤到九马画山，竹筏大概需要行驶40分钟左右的时间。有些人当地人会说，游览漓江，最好是有一点阴雨的天气，漓江的烟雨景色更为迷人。我们去的当天晴空万里，景色同样迷人，气温也很舒适，游览的时候身心得到了放松。竹筏在漓江中行驶，前后都会保持一定的距离，可能也是为了安全吧。游览漓江，精华段就是在杨堤到兴坪古镇那段，可以看到黄布倒影、九马画山等景色，我觉得九马画山的景色比较壮观，这就是桂林特有的地貌特征。终点站是九马画山，到岸边后，可以乘坐景区的小交通前往兴坪古镇，人满发车，游客人数少的情况下，20分钟发车一次。
5.0,"唱山歌 这边唱来那边和 山歌好比春江水 不怕滩险弯又多 弯又多 …… 黄婉秋的一曲《刘三姐》曾使多少人魂牵梦绕，也使桂林山水名扬天下。 桂林山水甲天下 阳朔堪称甲桂林 群峰倒影山浮水 无水无山不入神 桂林山水像人间仙镜一样，每一个来到这里的游客，都会被眼前的美景所陶醉,那种天然的美、自然的美当属天下第一，而阳朔山水又是桂林山水中最美丽的!"
5.0,【国庆中秋游记·火车爱好者】对于近些年长距离自驾行有些厌倦的我来说，选择什么出行的交通方式呢？飞机太快，感受不到伟大祖国辽阔的土地、壮丽的江山，还会被不时地延误而沮丧，于是我选择了高铁火车！美国前副总统的“火车迷”精神，让我更钟情于火车！选择高铁火车，可以临时动议，网上订票，说走就走，世界那么大，去你没去过的地方，去你曾经去过但还想去的地方。今年国庆中秋假日，我是1日中午临时决定选择高铁火车，体验高铁旅行，选择去桂林，感受“桂林山水甲天下”，轻松度过假日休闲时光的。选择高铁火车，追求的是一种精神，一种火车的精神，一种勇往直前、风雨无阻、脚踏实地的精神。“一遍人生如一趟列车，做人当如火车驰骋，令行禁止，风雨无阻，脚踏实地，行胜于言，风尘仆仆而步履匆匆，行囊压压，速度加加，向着梦想前进！”这是一种人生态度！我在智能手机订票平台上选择了舒适的下铺。1日夜间，我坐上昆明东去的列车，离开彩云之南的美丽省城昆明，直向桂林。一路走来，越过千山万水，穿过滇黔桂石林、兴义、南宁等十多个大城市和小镇，跨过美丽的邕江，经历了18多个小时的长途旅行到了美丽桂林。4日，我结束了对桂林的旅行，乘上高铁，感受飞速发展的高铁，经过5个小时的旅行，返回昆明。火车上就是一个小社会，这次数小时、几十个小时的数千里火车高铁旅行中游客之间的沟通、交流，长者对陌生小朋友的逗乐、关爱等一个个和谐的场景展现在眼前，同行者虽然临时认识，但你也勿须怎么防备。【国庆中秋游记·寄情漓江山水行】“桂林山水甲天下，漓江山水甲桂林”，桂林，八桂大地的中国历史文化名城，神奇的自然风光是漓江山水，20元人民币选用的背景非同小可！“漓江水真多呀，满满地填充着河床，天上还不时有小雨点跳入水中；漓江水好清呀，虽然没有太阳光的直接照射，却也可以看清河底的小卵石，水中还不时地有几尾调皮的小鱼游来窜去；漓江水好静呀，静得仿佛能听见她在你耳边低语，偶尔微风飘过，清脆的水声就像一个小姑娘在轻歌；漓江水好柔呀，柔得使人忍不住要去抚摸，却又不忍碰皱她。微风掠起的波浪，好像亭亭的舞女拖着的裙幅，她是那样软，那样美”。漓江上“塞满”了游船、竹筏，我是另加游费坐竹筏的，竹筏以平均10公里左右的速度航行于江面，数不清的竹筏穿梭在江上，两岸的奇山绝壁顺江而过，仿佛置身世外桃源、人间天堂。（2017年10月8日记）
5.0,游桂林漓江书《漓江船歌》桂林山水甲天下，漓江山水是画廊，水彩一百六十里，象山如鼻画卷长，船上仰望象鼻山，古代天公下巨匠，山如笔架水如墨，巧夺天工绘仙乡。青绸碧带绕千峰，山峦垂河倒影长。漓江蜿蜒多幻景，青山错落似群羊。绿水妖娆映倩影，沿江两岸鱼米乡。船头飞歌刘三姐，岸上阿牛山歌扬。山间童子拜观音，竹筏鱼鹰打鱼忙，阳光闪烁千山水，百里画廊映漓江。
5.0,“一带山河，举世无双，少年努力，万古流芳。”“山水有相逢，终会到漓江”……每当说起桂林，也许你早已在小学课本里就知道它“山水甲天下”，但是印象太笼统，你需要深入到桂林的每一个细微之处好好体味。” 漓江之美，那是因为有山、有水，还有江中的美丽倒影！倒影，正是漓江山水之灵性……搭乘竹筏或小船以及徒步游览漓江欣赏漓江沿岸绝美景色都是再好不过了。
5.0,桂林山水甲天下讲的应该就是漓江，这里是人民币20元的背面的风景所在地，从桂林逆江而上，沿途的秀美风光尽收眼底，那是一种无法用语言描述的感受，建议乘坐游船时再额外支付一些费用登上船的顶层，才能领略漓江的青山秀水，而坐在船舱内是无法体验的，这点很重要。这就是为什么乘坐不同位置之后对游览漓江有不同的感受。或者可以乘坐那种电动竹筏游览也是一种美好的体验。从桂林到阳朔大型游船全程需要四小时，那是一种对游览漓江风光的享受，像是走进了一幅画中，而这副画会永远印刻在你的脑子里。
5.0,最值得去的地方，百里漓江百里画卷。基本上在船顶平台上没下来。大约4小时的航程，前面1小时算热身，体会平地起山，万峰如林的远景，中间2小时渐入佳境，半边渡，浪石，九马画山，黄布倒影，兴坪风光…，后面1小时虽不如中间的，也可称余音绕梁。有人说只游杨堤~兴坪精华段，个人觉得这样就少了整个儿的味道。
5.0,桂林到阳朔我报了一个一日游的团，从杨堤竹筏漂流到九马画山，然后景区电瓶车到兴坪，加银子岩，一共195块钱，个人感觉这个性价比还是可以的，毕竟从兴坪到银子岩，这么热的天自己坐车还是比较麻烦的，漓江的风景也不错，毕竟桂林山水甲天下
5.0,9月份一个人参团到的桂林，晚上8点的飞机，到了那里有人接机，大概12点到的酒店！第一天我们是去的义江缘少数民族寨子，我们是做的电动竹筏过去的，主要是里面参观少数民族的风俗民情，和观看她们的歌舞！我记得和里面少数民族单独拍照还要给钱，我没拍^_^ 第二天我们去的龙脊梯田，一路颠簸呀，不晕车的人也坐的晕了，到了龙脊梯田观光缆车是自愿要不要坐，爬到山上要1.5小时，我们一人110块自己坐的缆车，梯田的景色很美，值得一看，中午我们没有在龙脊梯田吃饭，是去吃的团餐！听导游说龙脊那边的竹筒饭和鸡很好吃，可惜我没吃到！ 第三天我们去的漓江，一路坐的轮船，我建议大家提前自备点心吃的，因为漓江很长，游览大概4个小时，船上的东西很贵，虽然说是提供午餐，饭特别难吃，很多人在船上点餐，份量少还贵！不过漓江山水确实秀丽，如果想看20块人民币后面的景，那就中午的午餐不要在船舱吃饭就在上面等着，我就是因为在船舱吃饭误了景，饭还特难吃！漓江过去就是阳朔了，我们下午去的遇龙河，讲真，遇龙河的水清澈见底，坐着竹筏看着风景感觉这次来桂林来对了，太漂亮了！这里坐竹筏是要给小费的10钱就可以了！晚上我们去的阳朔一条街，很现代化，酒吧小吃到处都是，钱包贵重物品一定要放好，人流量太多了，这种街道和丽江，山塘古镇差不多！听一起的朋友说阳朔一条街是艳遇一条街，有个和我们一起的男孩专门去酒吧艳遇去了等到凌晨2点才回酒店，第二天我问他有没有收获，他说出了里面的人让他喝酒啥也没有^_^ 第四天我们先去了侗家小寨，也是看少数民族的风俗民情，里面接待我们的阿嫂带我们去了她们刚建的房子讲解了她们的习俗，主要是介绍银器，最后带我们去了专门卖银器的商场，我只是看了看没买^_^接着我们去了卢岩笛，卢岩笛里面也很漂亮，建议大家也去看看！对于吃的我们中间吃了米粉宴，说实话还不如我去小铺吃的6块钱一碗的米粉好吃，去桂林吃米粉我觉得店面小的味道反而好，反正我去的地方店面都不起眼，但是很便宜味道也好吃！桂林蛮值得去的，毕竟景色是真的美！
5.0,漓江~漓江风光主要指桂林到阳朔的83公里漓江水陆美景，桂林山水甲天下，人在画中游，怎么形容都不过分，1982年就被评为国家第一批重点风景区，国家5A景区，世界文化遗产，以风景秀丽独特，享誉世界，是旅游爱好者必去的旅游景点， 游漓江必须坐旅游船，一般坐3或4星游船，船票随季节浮动，在200-500之间 我就是通过携程提前2天订的票，提前一天飞机下午到桂林，然后住在桂林酒店，傍晚接到携程电话通知，转天早晨旅游大巴免费到酒店门口接，送到码头，上船，开始游览漓江风光，一路有导游讲解，大约4个小时到达阳朔，下船，旅程结束，结束后有2种选择，1种住在阳朔继续游玩，另一种是随旅游大巴返回桂林，
5.0,漓江非常长，漓江的游览方式有两种，一种是乘坐电动竹筏，一个竹筏上可以坐4名游客；另一种方式是乘坐三星游轮，乘坐游船游览漓江。我比较倾向于乘坐电动竹筏，更加有意境。大概8点30分左右，杨堤码头的竹筏才正式接待游客。从杨堤到九马画山，竹筏大概需要行驶40分钟左右的时间。有些人当地人会说，游览漓江，最好是有一点阴雨的天气，漓江的烟雨景色更为迷人。我们去的当天晴空万里，景色同样迷人，气温也很舒适，游览的时候身心得到了放松。竹筏在漓江中行驶，前后都会保持一定的距离，可能也是为了安全吧。游览漓江，精华段就是在杨堤到兴坪古镇那段，可以看到黄布倒影、九马画山等景色，我觉得九马画山的景色比较壮观，这就是桂林特有的地貌特征。终点站是九马画山，到岸边后，可以乘坐景区的小交通前往兴坪古镇，人满发车，游客人数少的情况下，20分钟发车一次。
5.0,"唱山歌 这边唱来那边和 山歌好比春江水 不怕滩险弯又多 弯又多 …… 黄婉秋的一曲《刘三姐》曾使多少人魂牵梦绕，也使桂林山水名扬天下。 桂林山水甲天下 阳朔堪称甲桂林 群峰倒影山浮水 无水无山不入神 桂林山水像人间仙镜一样，每一个来到这里的游客，都会被眼前的美景所陶醉,那种天然的美、自然的美当属天下第一，而阳朔山水又是桂林山水中最美丽的!"
5.0,【国庆中秋游记·火车爱好者】对于近些年长距离自驾行有些厌倦的我来说，选择什么出行的交通方式呢？飞机太快，感受不到伟大祖国辽阔的土地、壮丽的江山，还会被不时地延误而沮丧，于是我选择了高铁火车！美国前副总统的“火车迷”精神，让我更钟情于火车！选择高铁火车，可以临时动议，网上订票，说走就走，世界那么大，去你没去过的地方，去你曾经去过但还想去的地方。今年国庆中秋假日，我是1日中午临时决定选择高铁火车，体验高铁旅行，选择去桂林，感受“桂林山水甲天下”，轻松度过假日休闲时光的。选择高铁火车，追求的是一种精神，一种火车的精神，一种勇往直前、风雨无阻、脚踏实地的精神。“一遍人生如一趟列车，做人当如火车驰骋，令行禁止，风雨无阻，脚踏实地，行胜于言，风尘仆仆而步履匆匆，行囊压压，速度加加，向着梦想前进！”这是一种人生态度！我在智能手机订票平台上选择了舒适的下铺。1日夜间，我坐上昆明东去的列车，离开彩云之南的美丽省城昆明，直向桂林。一路走来，越过千山万水，穿过滇黔桂石林、兴义、南宁等十多个大城市和小镇，跨过美丽的邕江，经历了18多个小时的长途旅行到了美丽桂林。4日，我结束了对桂林的旅行，乘上高铁，感受飞速发展的高铁，经过5个小时的旅行，返回昆明。火车上就是一个小社会，这次数小时、几十个小时的数千里火车高铁旅行中游客之间的沟通、交流，长者对陌生小朋友的逗乐、关爱等一个个和谐的场景展现在眼前，同行者虽然临时认识，但你也勿须怎么防备。【国庆中秋游记·寄情漓江山水行】“桂林山水甲天下，漓江山水甲桂林”，桂林，八桂大地的中国历史文化名城，神奇的自然风光是漓江山水，20元人民币选用的背景非同小可！“漓江水真多呀，满满地填充着河床，天上还不时有小雨点跳入水中；漓江水好清呀，虽然没有太阳光的直接照射，却也可以看清河底的小卵石，水中还不时地有几尾调皮的小鱼游来窜去；漓江水好静呀，静得仿佛能听见她在你耳边低语，偶尔微风飘过，清脆的水声就像一个小姑娘在轻歌；漓江水好柔呀，柔得使人忍不住要去抚摸，却又不忍碰皱她。微风掠起的波浪，好像亭亭的舞女拖着的裙幅，她是那样软，那样美”。漓江上“塞满”了游船、竹筏，我是另加游费坐竹筏的，竹筏以平均10公里左右的速度航行于江面，数不清的竹筏穿梭在江上，两岸的奇山绝壁顺江而过，仿佛置身世外桃源、人间天堂。（2017年10月8日记）
5.0,游桂林漓江书《漓江船歌》桂林山水甲天下，漓江山水是画廊，水彩一百六十里，象山如鼻画卷长，船上仰望象鼻山，古代天公下巨匠，山如笔架水如墨，巧夺天工绘仙乡。青绸碧带绕千峰，山峦垂河倒影长。漓江蜿蜒多幻景，青山错落似群羊。绿水妖娆映倩影，沿江两岸鱼米乡。船头飞歌刘三姐，岸上阿牛山歌扬。山间童子拜观音，竹筏鱼鹰打鱼忙，阳光闪烁千山水，百里画廊映漓江。
5.0,“一带山河，举世无双，少年努力，万古流芳。”“山水有相逢，终会到漓江”……每当说起桂林，也许你早已在小学课本里就知道它“山水甲天下”，但是印象太笼统，你需要深入到桂林的每一个细微之处好好体味。” 漓江之美，那是因为有山、有水，还有江中的美丽倒影！倒影，正是漓江山水之灵性……搭乘竹筏或小船以及徒步游览漓江欣赏漓江沿岸绝美景色都是再好不过了。
5.0,桂林山水甲天下讲的应该就是漓江，这里是人民币20元的背面的风景所在地，从桂林逆江而上，沿途的秀美风光尽收眼底，那是一种无法用语言描述的感受，建议乘坐游船时再额外支付一些费用登上船的顶层，才能领略漓江的青山秀水，而坐在船舱内是无法体验的，这点很重要。这就是为什么乘坐不同位置之后对游览漓江有不同的感受。或者可以乘坐那种电动竹筏游览也是一种美好的体验。从桂林到阳朔大型游船全程需要四小时，那是一种对游览漓江风光的享受，像是走进了一幅画中，而这副画会永远印刻在你的脑子里。
5.0,最值得去的地方，百里漓江百里画卷。基本上在船顶平台上没下来。大约4小时的航程，前面1小时算热身，体会平地起山，万峰如林的远景，中间2小时渐入佳境，半边渡，浪石，九马画山，黄布倒影，兴坪风光…，后面1小时虽不如中间的，也可称余音绕梁。有人说只游杨堤~兴坪精华段，个人觉得这样就少了整个儿的味道。
5.0,桂林到阳朔我报了一个一日游的团，从杨堤竹筏漂流到九马画山，然后景区电瓶车到兴坪，加银子岩，一共195块钱，个人感觉这个性价比还是可以的，毕竟从兴坪到银子岩，这么热的天自己坐车还是比较麻烦的，漓江的风景也不错，毕竟桂林山水甲天下
5.0,9月份一个人参团到的桂林，晚上8点的飞机，到了那里有人接机，大概12点到的酒店！第一天我们是去的义江缘少数民族寨子，我们是做的电动竹筏过去的，主要是里面参观少数民族的风俗民情，和观看她们的歌舞！我记得和里面少数民族单独拍照还要给钱，我没拍^_^ 第二天我们去的龙脊梯田，一路颠簸呀，不晕车的人也坐的晕了，到了龙脊梯田观光缆车是自愿要不要坐，爬到山上要1.5小时，我们一人110块自己坐的缆车，梯田的景色很美，值得一看，中午我们没有在龙脊梯田吃饭，是去吃的团餐！听导游说龙脊那边的竹筒饭和鸡很好吃，可惜我没吃到！ 第三天我们去的漓江，一路坐的轮船，我建议大家提前自备点心吃的，因为漓江很长，游览大概4个小时，船上的东西很贵，虽然说是提供午餐，饭特别难吃，很多人在船上点餐，份量少还贵！不过漓江山水确实秀丽，如果想看20块人民币后面的景，那就中午的午餐不要在船舱吃饭就在上面等着，我就是因为在船舱吃饭误了景，饭还特难吃！漓江过去就是阳朔了，我们下午去的遇龙河，讲真，遇龙河的水清澈见底，坐着竹筏看着风景感觉这次来桂林来对了，太漂亮了！这里坐竹筏是要给小费的10钱就可以了！晚上我们去的阳朔一条街，很现代化，酒吧小吃到处都是，钱包贵重物品一定要放好，人流量太多了，这种街道和丽江，山塘古镇差不多！听一起的朋友说阳朔一条街是艳遇一条街，有个和我们一起的男孩专门去酒吧艳遇去了等到凌晨2点才回酒店，第二天我问他有没有收获，他说出了里面的人让他喝酒啥也没有^_^ 第四天我们先去了侗家小寨，也是看少数民族的风俗民情，里面接待我们的阿嫂带我们去了她们刚建的房子讲解了她们的习俗，主要是介绍银器，最后带我们去了专门卖银器的商场，我只是看了看没买^_^接着我们去了卢岩笛，卢岩笛里面也很漂亮，建议大家也去看看！对于吃的我们中间吃了米粉宴，说实话还不如我去小铺吃的6块钱一碗的米粉好吃，去桂林吃米粉我觉得店面小的味道反而好，反正我去的地方店面都不起眼，但是很便宜味道也好吃！桂林蛮值得去的，毕竟景色是真的美！
