评分,comments
4.0,在客栈订的，门票65加来回车票一共75。银子岩专线在阳朔公园正对面的停车场里。都说游了银子岩，一时不缺钱。妈妈说里面还不错，挺漂亮的，没去的时候看评论说溶洞里面会热其实也还好，热的原因应该是走的比较快所以热，里面放了很多大功率的电风扇。不是上梯子就是下梯子平路很少。想在里面自拍的一定要叫同行的人贡献手机打开手电筒，要不然拍的脸一片漆黑
5.0,"银子岩景区充满绿色。山是绿色的，水是绿色的，地是绿色的，树是绿色的，田野是绿色的，为此，景区被有关人士誉为""桂林山水的代表""洞内设有拍照摄影的地方，里面的工作人员很热情，服务不错！"
5.0,阳朔银子岩，很接地气的名字，传说是龙王存放白银的地方，并派遣龟守护白银。有游了银子岩，一世不缺钱的之说。但是现在已经没有银子了，但是溶洞很漂亮，走走看看，景色不错，还有龙宫！自然景观的精美，叹为观止，自然的神奇，让我们惊叹！
5.0,到银子岩景区已是下午5点，湿热的天气，下起了蒙蒙细雨。景区售票处依然游客爆满。买票进去，带上景区讲解耳机，一路沿溶洞动线前行。因为之前游览了冠岩，所以对银子岩没有报太大希望，但是当进去溶洞内，瞬间被大自然的鬼斧神工震撼到了。银子岩的景之奇、之磅礴、恢弘令人啧啧称赞。钟乳岩的洁白、浩瀚宛若银河落九天。水中的倒影更是给人无限遐想，仿佛置身在超越时空的世界。恢弘的气势给全景拍照增加了难度，但欣赏后便是无憾！
4.0,银子岩旅游景区位于桂林市荔浦县马岭镇，321国道旁，距桂林市中心85公里。距中国旅游名县阳朔县界3公里，占地面积1500亩。是国家AAAA级景区。有俗话说：“游了银子岩，一世不缺钱”之称 。 进入景区，似步入世外桃源，群山环抱，碧水潺潺，杨柳婀娜，桃花满园。古寨依山而座，炊烟袅袅，鸡犬相闻，淳朴的乡风让人迷醉，饮一碗地道的油茶，品一杯香醇的水酒，倾听关于银子岩的神秘传说，让人忘却红尘，不忍归去。 贯穿12座山峰的银子岩，大自然的鬼斧神工在这里被展示得淋漓尽致，被世人美誉为“世界溶洞奇观”。银子岩洞内特色景点数十处，最为著名的景观有三绝：雪山飞瀑、音乐石屏、瑶池仙境；三宝：佛祖论经、混元珍珠伞、独柱擎天。同时，银子岩世界旅游度假风景区集自然、人文景观于一体；前有广袤的田野，俊秀的小青山、朝寨山拔地而起，使人流连忘返；宋朝英豪杨文广、抗法英雄陈嘉的传奇故事，更为景区增添许多人文色彩。
5.0,值得去看一看，很壮观，石幔很大，石柱又大又高，比芦笛岩好看多啦。携程上订的85元的票，包含从阳朔县城到银子岩的往返车程。回来时会拉你到一个叫竹大千的地方，大概半个多小时，其实就是宣传购物的，不买就是了。
5.0,是个大溶洞，洞里面太漂亮了。我是北方人，我们这里溶洞太少了。我到洞里看的留恋忘返。我是冬天去的，就是洞里太热了，下回去一定不要穿太多衣服。
5.0,桂林山水甲天下，桂林地下的银子岩溶洞也可称为世界上首屈一指的溶洞奇观。看过银子岩之后，再看别的知名溶洞，总有一种曾经沧海难为水的感觉。
5.0,银子岩，是我到访过的规模最大并且最美丽的溶洞！ 银子岩溶洞是典型的喀斯特地貌，贯穿十二座山峰，属层楼式溶洞，洞内汇集了不同地质年代发育生长的钟乳石，晶莹剔透，洁白无瑕，宛如夜空的银河倾泻而下，闪烁出像银子、似钻石的光芒，这也是银子岩名字的由来。有俗话说：“游了银子岩，一世不缺钱”。 银子岩景观以雄、奇、幽、美独领风骚，现已开发游程2000米，分为下洞、大厅、上洞三个部分。洞内绚丽、幽美的景点数十处，其中以“三绝”：音乐石屏、瑶池仙境、雪山飞瀑，和“三宝”：佛祖论经、独柱擎天、混元珍珠伞为代表，奇特的自然景观栩栩如生，色彩缤纷形象各异的钟乳石石柱、石塔、石幔、石瀑，构成了世界岩溶艺术的万般奇景，被世人誉为“世界溶洞奇观”。 银子岩的参观线路明晰，所有景点都在线路两侧，注意观察即可，不用担心错过。较为快速地游完银子岩约需要一小时。如果每个景点都细细赏玩，并且拍照较多的话，游览时间就要延长了。毕竟溶洞深入山中，稍显气闷，身体较弱者，建议快速游览。又因为景色奇丽，值得仔细观赏，建议有条件的后来者选择错峰游览。
3.0,可能是因为第一次记忆总是特别深刻的！！去年去过云南九乡，今年来了银子岩，总觉得银子岩比九乡逊色多了！不算大，逛一圈1个多小时足够了，里面很闷热，一路都有大电扇，然并卵。我是包车去的，直接携程订票60。建议参团。携程或是当地旅行社，都可以购买专线车+票的，貌似也才75吧！不然不可以做专线车的！只能坐去荔浦的中巴哦，中途下车，不认识路的，最好还是报团吧！因为我就是最后不得不包车带着老人，没办法太奔波。最重要是，报团有导游哇，导游会在洞里各种介绍，不然自己看真没意思。看不懂哇但我还是一路上紧紧跟着别的团的导游聪明吧。：母爱石钟乳，万年灵芝，佛祖讲经，金猴送客，生命之源，你看出来了么？？还有一些我没跟着导游，看不懂哈。
5.0,真正值得去的地方，洞里闷热带老人和孩子去的小心感冒，路面湿滑，很壮丽的景观，有导游，一个小时能看完。回阳朔叫车困难，单程车费要60元，交通不是很便利。景区内有卖荔浦芋头的可以进洞前买一个，中途补充体力。一如既往地卖照片，能不买就别买了。
5.0,荔浦银子岩是11月中下旬桂林游见过的三个岩洞(聚龙潭、银子岩、蝴蝶泉)规模最大、生成千奇百怪钟乳岩画幅最壮观的岩洞。据洞内导游说，其中一处洞高相当于16层楼高，甚是赞叹。是山水爱好者不可错过的岩洞景点。
4.0,洞内非常凉快，只是路面稍有些湿滑，洞内到处可见钟乳石，形态各异，任你想象。人们说：三分自然，七分想象，那么请您尽情的发挥想象吧。这里特色景点数十个，以音乐石屏、广寒深宫、雪山飞瀑为“三绝”，和佛祖论经、独柱擎天、混元珍珠伞为“三宝”等的景点为代表。值得一看，赞。
5.0,银子岩是一个天然溶洞，⛰️⛰️进入洞中，就可以欣赏到这里的奇妙，钟乳岩石林林总总，历经千万年甚至数亿年滴水而成奇石遍布，造型各异，形神意似，有贵妃醉酒、孔雀开屏、南天一柱、夫妻凝眸、夜明珠，给人无穷想象的空间。 银子岩很好的一点就是配备了定位讲解耳机，不论你走到什么景前，都会自动讲解。目前游览总长约2⃣️公里，游览步行加上自由摆拍大概1⃣️小时左右，如果半途脚酸不愿意走路也可以选择被抬轿形式，‍‍会有人员凭人力抬出岩洞，费用是3⃣️0⃣️一人。
5.0,银子岩和芦笛岩类似。芦笛岩是在桂林市区比较近的地方，银子岩是在阳朔的位置。 都是一颗颗钟乳石千奇百怪的，然后打着灯光，有讲解为讲解你才能了解这个钟数是大概像什么。 银子岩，据说是因为岩石上会有闪闪发光，所以因此得名。 如果行程比较紧凑的朋友，芦笛岩和银子岩区，去一个就够了。个人建议，芦笛岩。
5.0,银子岩是在桂林的荔浦县。图片是手机拍的 完全没有修过。所见即真实。喀斯特地貌的代表景观。其实有人说芦笛岩更好看 但昨天传出芦笛岩景区被警告并责令整改三个月了。所以。还是银子岩更有意思！
5.0,银子岩溶洞位于桂林市荔浦县，对，就是那个出芋头的荔浦县。这个景点是典型的喀斯特地貌，据说贯穿了十二座山峰，有四层，目前开发利用的有三层。洞内汇集了不同地质年代发育生长的钟乳石，晶莹剔透，洁白无瑕。大自然的鬼斧神工在这里被展示得淋漓尽致，被誉为世界溶洞奇观。 洞内最高落差16层楼高，目前钟乳石还真生长。游玩时间1小时，推荐指数五颗星。
5.0,游过银子岩，一世不缺钱，就为了这句话来的。其实溶洞去过好多，这个溶洞和其他的相比规模比较大，风景也不错，值得来一趟，一家人玩的很开心。洞内比较热，抱着孩子游玩，我整个衣服都湿透了，而且，这还是冬天。自驾一定早点去，要不太堵车！
5.0,去过很多溶洞，大部分景区为了方便游客参观及安全对天然钟乳石人工修整较多，失去了原有的天然的美，这里的钟乳石人工破坏比较少，在配上各种彩色灯光，看上去既壮观又漂亮。确实值得一赏，慢慢品味大自然的鬼斧神工。
5.0,这次我带着80岁的老妈有幸加入了李健导游带队的22-25桂林四日游，订单编号2802266416.一路上李导对各个家庭很关照，特别对我80岁的老妈照顾的很好，考虑到老人爬山不便，还为我老妈准备了手杖，一路上老妈玩的特别高兴，景点一个不落，吃的不错，住的宾馆也很好，携程确实值得信赖。
5.0,银子岩冬天里面特别暖和，温度有二十多度。，里面的景观真只能用鬼斧神工来形容，特别特别的震撼。有一处倒影非常清晰，站在那里拍照的人们以为下面是万丈深渊，其实是水的倒影。因为里面的熔岩大部分都是雪白的，所以叫做银子岩。
5.0,银子岩宛如一个巨大的天然盆景，四周群山环绕，百亩桃林错落其间，四季花果飘香，湖光山色，田园风光使人心醉，又有“诗境家园典范”之称。同时景区内每年举行的荔浦村花节、板栗节、荔芋美食节、自行车拉力赛、极限攀岩等活动更为其增色添彩。 银子岩景区宛如一个巨大的天然盆景，四周群山环抱，俊秀的小青山，朝寨山拨地而起，千亩桃林错落其间，四季花果飘香，鸡犬相闻。绝壁攀岩、惊险刺激；青湖泛舟垂钓，心旷神怡。被誉为“绿色诗境家园”。
5.0,很漂亮很神奇的地方，真的会情不自禁感叹 好像啊！只要你有想象力，佩服大自然的鬼斧神工，值得去的地方，但是如果要去拍照，慢慢看的就不要报团了，还没逛完就被催着回去了，后面那段几乎没看
5.0,景区非常漂亮，没看过钟乳石的推荐过来看看，工作人员也非常友好！体验棒棒的！
5.0,景色很好看，很漂亮，卫生很好，出图很好看，趣味性很高，很值得来看，每一个景点都有各自的特点，他们的拍照服务很好。
4.0,银子岩是典型的喀斯特地貌，虽然11月了，进入洞中一点都不冷而且越走越热，属湿热型。不同与北方的溶洞，这点游客要注意了。 另外不同与其他地方的溶洞，里面有水镜倒影，钟乳石与水面形成倒影，煞是好看
5.0,典型的喀斯特地貌，贯穿十二座山峰，属层楼式溶洞，洞内汇集了不同地质年代发育生长的钟乳石，晶莹剔透，洁白无瑕，宛如夜空的银河倾斜而下，闪烁出像银子、似钻石的光芒、混元珍珠伞、独柱擎天。
5.0,绝美的桂林银子岩，去桂林一定要去这里欧。景区门口有一辆金马车，还有无数的财神像，还以为这个景区和钱有关系呢。可是进去以后看，才知道是桂林绝美的钟乳石，多么漂亮呀。
5.0,桂林朔阳银子岩溶洞以其雄、奇、幽、美的溶洞景观独领风骚。被称为世界溶洞奇观。分为下洞、大厅、上洞三个部分。奇特的自然景观堪称鬼斧神工，洞内钟乳石高达数十米，雄、奇、幽、美。色彩缤纷而且形象各异的钟乳石石柱、石塔、石幔、石瀑，构成了世界岩溶艺术万般奇景，被世人美誉为“世界溶洞奇观”。
5.0,桂林荔浦银子岩旅游景区位于桂林市荔浦市马岭镇荔桂公路东侧，1999年初对外开放，是国家AAAA级景区、首批“桂林市文明旅游风景区示范点”，是桂林旅游圈新出现的一颗璀璨明珠，也是桂林现最大的岩洞。有俗话说：“游了银子岩，一世不缺钱”之称 。贯穿12座山峰的银子岩，现已开发游程2000米，分为下洞、大厅、上洞三个部分洞内绚丽、幽美的景点28处，奇特的自然景观堪称鬼斧神工，色彩缤纷而且形象各异的钟乳石石柱、石塔、石幔、石瀑，构成了世界岩溶艺术万般奇景，被世人美誉为“世界溶洞奇观”。
5.0,"银子岩属层楼式溶洞，现已开发游程约2公里，包括下洞、大厅、上洞三大部分，汇集了不同地质年代发育生长的各种类型的钟乳石，特色景点数十个，以音乐石屏、瑶池仙境、雪山飞瀑""三绝""和佛祖论经、独柱擎天、混元珍珠伞""三宝""等景点为代表，栩栩如生，形象逼真。"
5.0,桂林山水甲天下。仅是这一句诗词，便让我们对桂林山水有着无限向往，是怎样一个美妙奇幻的地方，能够媲美天下所有美景，给国人之外的游客以“不游桂林，同未游中国”的感受。“天下四绝漾桂林”，这句话绝对不是说说而已。桂林的山，桂林的水，桂林的人无一不是美的让人不可方物，更加会让人甘愿沉沦于桂林之美的是这清秀的山，秀丽的水，奇丽的山峰，美幻的石头。
5.0,这里距离城区有些距离，外面看也没有特别亮点，但是溶洞内却是好看有意思得很哦。特殊的喀斯特地貌，灯光缤纷多彩中很有意境。溶洞进入后，越走越热，因为溶洞内通道越来越高，热气不断上升。里面免费拍照的问清楚再决定吧，里面看夜明珠也要再交5元，可以电子支付。出洞后就是经过卖特产的。
5.0,"打分是给溶洞景观的，在美团""的银子岩旅游专线，十一上车地点变了，可短信还洁之原上车地点，等了半天没人，一问路人说不在这里了。然后给客服打电话问了新上车地，上车后导游草草几句介绍一下行程按排，然后就介绍推销产品，还好没有强迫销费，接近中午带来吃饭，推荐去老莫饭庄吃。说去别人家吃发生纠纷不管，这家菜贵而且不好吃。到银子岩说给2小时自己游玩时间，实际有3个小时(其中有1个小时在等车)，玩的时间是够用"
5.0,今天国庆节期间人山人海，门票80¥一个人没有优惠，买票不用等，进去几乎都是人一起走，整个行程大概1小时30分钟。 入口是平地的钟乳石热身，半路各种打了追光灯的彩色造型有些像佛陀有些像猴子动物。的确大自然鬼斧神工的钟乳石的确让人赞叹有些擎天柱和双柱看起来有5米多高，赞叹不已。这地方我感觉太适合拍鬼吹灯和盗墓系电影了。 最坑爹的就是看完精华部分结束走了20分钟一路强制购物走了不少上山下山的冤枉路，差评。
5.0,值得一去，到这里交通不是很方便，建议订含接驳车的套餐，从阳朔市区发车，会方便很多。景区进到里面蛮大的，慢慢逛可以走40分钟到一个小时，导览器到定点时会自动讲解那个地方，还蛮有趣的。绮丽的景色不由得让人赞叹大自然的鬼斧神工。
5.0,桂林荔浦银子岩风景旅游度假区位于桂林市荔浦县马岭镇荔桂公路东侧，距著名旅游地阳朔仅18公里，我是买的套票，包括遇龙河漂流和银子岩，车接车送，我觉得很方便，银子岩的风景也非常棒
5.0,桂林马岭镇银子岩溶洞，汇集了不同地质年代生长的钟乳石，晶莹剔透，洁白无瑕，在灯光的照射下，似钻石发光闪亮。大自然的鬼斧神工在这里被展示得淋漓尽致，故被誉为“世界溶洞奇观”。
5.0,【景色】一路观光，打卡银子岩 银子岩拍的照片好看
5.0,银子岩是一个以其独特的自然景观和丰富的旅游体验而闻名的景区，位于广西壮族自治区桂林市荔浦市马岭镇。以下是关于银子岩的详细信息： 地理位置 银子岩位于广西壮族自治区桂林市荔浦市马岭镇。 距离桂林市中心约85公里，离阳朔县城18 - 22公里。 沿321国道向北10公里即可到达景区。 景区特色 国家AAAA级景区，以“雄、奇、幽、美”著称。 贯穿十二座山峰，属典型的喀斯特地貌，是层楼式溶洞。
5.0,桂林朔阳银子岩溶洞以其雄、奇、幽、美的溶洞景观独领风骚。被称为世界溶洞奇观。当地人说：“游了银子岩，一世不缺钱”就看出，人们对银子岩溶洞是多么的崇敬！带着极其好奇的心情钻进这个称为世界奇观的溶洞，领略大自然的杰作。银子岩溶洞是典型的喀斯特地貌，贯穿十二座山峰，属层楼式溶洞，洞内汇集了不同地质年代发育生长的钟乳石，晶莹剔透，洁白无瑕，宛如夜空的银河倾斜而下，在灯光的照射下，闪烁出像银子、似钻石的光芒。故称为“银子岩“。分为下洞、大厅、上洞三个部分。奇特的自然景观堪称鬼斧神工，洞内钟乳石高达数十米，雄、奇、幽、美。色彩缤纷而且形象各异的钟乳石石柱、石塔、石幔、石瀑，构成了世界岩溶艺术万般奇景，被世人美誉为“世界溶洞奇观”。
5.0,桂林朔阳银子岩溶洞以其雄、奇、幽、美的溶洞景观独领风骚。被称为世界溶洞奇观。当地人说：“游了银子岩，一世不缺钱”就看出，人们对银子岩溶洞是多么的崇敬！带着极其好奇的心情钻进这个称为世界奇观的溶洞，领略大自然的杰作。银子岩溶洞是典型的喀斯特地貌，贯穿十二座山峰，属层楼式溶洞，洞内汇集了不同地质年代发育生长的钟乳石，晶莹剔透，洁白无瑕，宛如夜空的银河倾斜而下，在灯光的照射下，闪烁出像银子、似钻石的光芒。故称为“银子岩“。
4.0,“来了银子岩，一辈子不缺钱”，我也是奔着这个好彩头慕名而来！怎么说呢，洞是很美，就是小了一点，可能这个洞在桂林算大的，但是因为我去过贵州的织金洞，所以在我看来这个洞实在很普通，基本上50分钟可以走完！
5.0,银子岩溶洞是典型的喀斯特地貌，贯穿十二座山峰，属层楼式溶洞，洞内汇集了不同地质年代发育生长的钟乳石，晶莹剔透，洁白无瑕，宛如夜空的银河倾斜而下，闪烁出像银子、似钻石的光芒。贯穿12座山峰的银子岩，现已开发游程2000米，分为下洞、大厅、上洞三个部分洞内绚丽、幽美的景点28处，奇特的自然景观堪称鬼斧神工，色彩缤纷而且形象各异的钟乳石石柱、石塔、石幔、石瀑，构成了世界岩溶艺术万般奇景，被世人美誉为“世界溶洞奇观”。
5.0,交通：从阳朔出发的，跟桂林市区比银子岩离阳朔近，阳朔车站有车到银子岩，一天4班，建议直接在网上订到银子岩的专线，专线有好几个时间段，往返的，我就是定的专线➕门票套餐 门票：跟专线一块买的套餐80块，价钱是最便宜的，两者分开买贵些 景点：景点入口就会发自动讲解机，免费的，全程自动讲解，非常好，非常值得一看，感叹大自然鬼斧神工，也不晓得经历了多少年才能长成这样的钟乳石。景点全程逛下来1个半小时。
5.0,我和春天有个约会——“银子岩”（五十八）， “银子岩”，位于广西桂林市荔浦县马岭镇，距离阳朔县界三公里处，国家AAAA级旅游景区，也是桂林最大的溶洞。银子岩溶洞，典型的喀斯特地貌，贯穿十二座山峰，属层楼式溶洞，洞内汇集了不同地质年代发育生长的钟乳石，晶莹剔透、洁白无瑕，宛若夜空中的银河倾泻而下，闪烁出像银子，似钻石的光芒，故称“银子岩”。俗话说“游了银子岩，一世不缺钱”，全程2000米，分为下洞、大厅、上洞三部分，洞内色彩缤纷，形象各异的钟乳石，以雄、奇、幽、美独领风骚，银子岩有三绝：音乐石屏，瑶池仙境，雪山飞瀑；三宝：佛主论经、独柱擎天、混元珍珠伞，形象逼真，栩栩如生的万般奇景，被誉为“世界溶洞奇观”，
5.0,银子岩里面的景色对于我这种没有见过钟乳石的人来说还是比较震撼的，天然形成的钟乳石特别神奇。 觉得坑爹的地方就是出口处被当地卖特产的商家把路圈起来，像排队过安检那种，想出去必须排队挨个走过他们的小摊，走了好久好久好久！
5.0,1999年开始对外开放的大型溶洞银子岩，顾名思义，石头上会天然反射出星星点点耀眼的银色光芒。比起记忆中25年前到的七星岩愈加壮观。一个小时上坡下坡体力消耗不少，出岩洞口，一股清风扑面，极其舒爽。回头看姐姐，早已满头大汗。值得票价。
5.0,银子岩，在桂林市阳朔县，我们是前一天从桂林杨堤码头坐竹筏到九马画山，再坐车到阳朔县的，然后在某宝上定了银子岩的门票和往返车票，想不到4人以上，有商务车到酒店门口接，包含门票，一共就银子岩的门票钱，超级划算，一辆车，就我们4人，爽。都说：游了银子岩，一世不缺钱。
4.0,遊桂林 訪陽朔 絕對少不了銀子岩ㄧ景 全是因為坊間間流传的 “游了银子岩 一世不缺钱”的说法 吸引了大批游客前去 银子岩 屬於典型的喀斯特地貌 整个溶洞 贯穿十二座山峰 匯集了 不同地质年代的钟乳石 目前可参观到的溶洞 大约2000米 各种乳石石柱 石塔 石幔 石瀑…… 彷彿進入一個光怪陸離 而又色彩繽紛的世界 最著名的景观 是“三绝” 包括 音乐石屏 广寒深宫 雪山飞瀑 和 “三宝” 佛祖论经 独柱擎天 混元珍珠伞 “水镜倒影” 以水面为界 钟乳石和倒影 形成完全对称的两部分 很美很美 是银子岩拍照游人最多的地方 銀河飛瀑 宛如夜空的银河倾斜而下 闪烁像银子一般的光芒 讓人感嘆大自然的 鬼斧神工 錯峰出遊 誰料到銀子岩內 還是長假般的擁擠 導遊一早提醒洞內空氣差 走了一圈 除了和遊客前心貼後背 衣服都全濕了 最心疼老人家 行走不便 進退兩難 不時聽到： 花錢找罪受 ⋯⋯⋯ 這 也是我的心聲啊 因爲遊客太多 取消景點導覽器的使用 讓我們只能跟著人群移動 走馬觀花 有些失望 最憎恨一對夫妻 無視不得攀爬的警告 每次都爬上石柱景點拍照 真是太沒文化 令人唾棄 洞內 亂哄哄 黑矇矇 一心只想快一點出去 呼吸點 新鮮空氣吧！
