评分,comments,sentiment
3,桂林 中心广场 ， 说 地标 ， 其实 就是 步行街 还有 双塔 公园 近 ， 才 一眼 ， 果然 ， 很 普通 广场 ， 没 啥 出彩 地方 ， 还 不如 马路 对面 环湖 散步 呢 ， 两江 四湖 晚上 分 几天 走走 还是 很 好看 ， 比 这个 广场 打卡 好多 。,positive
5,广场 附近 一家 有名 王城 马肉 米粉店 ， 原价 12 元 卤 马肉 米粉 团购 秒杀 8 元 ！ 虽然 不是 太 大碗 ， 但是 马肉 与 马 肺 份量 充足 ， 感觉 比 粤式 叉烧 还要 更 甘香些 ， 独特 又 好吃 ！,neutral
5,大 瀑布 酒店 ， 非常 神奇 地方 。 听 着 悠扬 老歌 ， 看看 从 屋顶 倾泻 下 瀑布 ， 人山人海 ， 抬头 仰望 。 想 到底 什么 原理 呢 ？,positive
5,中心广场 位于 桂林 主城区 ， 交通 便利 ， 广场 地势 开阔 ， 绿化 优美 ， 周边 两江 四 湖景区 、 正阳 路 步行街 及 各类 大型 百货公司 ， 热闹 繁华 。,positive
5,重点 要 晚上 ， 才能 觉得 美 。 周围 吃 店 很多 ， 可以 从 广场 瀑布 酒店 ， 可以 正阳 街 ， 可以 湖边 双塔 ， 几个 很 集中 ， 可以 一路 跑下去 。 公交车 很 方便 ， 可以 附近 。,positive
5,来 中心广场 主要 为了 晚上 音乐 瀑布 ， 作为 世界 上 少有 从 楼上 下 水帘 ， 现场 看到 感觉 真的 非常 震撼 。 广场 上 很多 放风筝 ， 地下 一座 商场 。,positive
4,中心广场 非常 热闹 ， 逛街 好去处 ， 吃 店 很多 ， 还有 很多 卖 芒果 店 ， 芒果 好吃 ， 没有 特别 贵 ， 5.5 一斤 ， 贵 1 块 左右 ， 还 削 好 ， 很棒,positive
3,中心广场 位于 桂林 市中心 ， 晚上 比较 热闹 ， 晚上 有人 跳 广场 舞 ， 很多 情侣 这儿 逛街 散步 ， 与 正阳 路 步行街 相通 ， 交通 很 方便,positive
5,广场 大 ， 很 干净 。 广场 地下 商业城 很 繁华 ， 大多数 店铺 卖 服装 ， 价格便宜 ， 式样 多 。 另外 还有 一些 买 鞋子 、 帽子 、 化妆品 等 店家 。,positive
4,中心广场 最为 出名 就是 正对着 靖江 王城 正门口 正阳 路 步行街 。 正阳 路 步行街 长 666 米 ， 虽然 比 不过 上海 南京东路 步行街 北京 王府井 ， 但 却 有着 它 特色 。 毕竟 一条 有着 1300 多年 历史 老街 ， 早 唐朝 初期 已经 成为 桂林 城 最 繁华 商业中心 。 街道 由 青石板 铺就 ， 街道 两旁 林立 着 各式 商铺 ， 不乏 一些 当地 老字号 ， 自然 不必 说 熙熙攘攘 人群 。,positive
5,市中心 广场 坐落 桂林市 中心 ， 桂林市 地标 性 建筑 。 广场 四周 交通 发达 ， 商铺 林立 ， 您 休闲 好去处 。,positive
4,晚上 这边 还是 很多 ， 跳 广场 舞 不在少数 。 所以 好好 广场 这么 糟蹋 ， 不用说 什么 性价比 ， 不要 钱 ， 附近 就是 小吃街 可以 走走 。,positive
5,加班 、 电影 、 真是 爽翻 、 桂林 网吧 好 给 力 、 巨幕 电影 、 分手 再说 我爱你 ～,positive
5,中心广场 位于 桂林市 秀峰区 依仁路 ， 集 休闲 ， 娱乐 ， 购物 为 一体 。 广场 地下 商场 ， 桂林人 称之为 “ 小 香港 ” ， 内有 数百家 服装店 。,positive
5,集 休闲 ， 娱乐 ， 购物 为 一体 。 厂 下面 商场 ， 桂林人 称为 小 香港 。 中心广场 靠 中山路 正阳 步行街 ， 毗邻 桂林 榕 湖杉湖 ， 被誉为 桂林 城 大客厅 。,positive
3,其实 只是 市中心 广场 ， 没什么 特别 ， 旁边 步行街 中山路 ， 所以 经过 行人 很多 。 晚上 跳 广场 舞 一家 大小 散步 。,positive
4,位于 中山 中路 商业街 区 、 不论 白天黑夜 非常 热闹 、 地下 商城 很大 、 经营品种 多 、 商城 干净 整洁 、 人气 旺 。,positive
4,中心广场 地下 较 早 小 香港 商业街 ， 位置 非常 不错 ， 广场 舞台 ， 周末 经常 有些 表演 ， 感觉 一般,positive
5,跟 各地 步行街 比较 相似 ， 挺 适合 走走 ， 一些 名族 特色 东西 ， 吃 东西 超贵 ， 衣服 什么 还好,positive
5,值得 。 晚上 8 : 30 ~ 8 : 45 漓江 瀑布 大饭店 人工 瀑布 可以 看看,neutral
5,座落 于 市中心 ， 最有 特点 广场 地面 世界地图 。 广场 下面 热闹 小 香港 商业街 。,positive
4,桂林市 中心 地标 性 建筑 ， 旁边 五星级 漓江 大 瀑布 酒店 ， 晚上 可以 观看 瀑布 ， 飞流直下三千尺 壮观 景象 ， 周末 还有 文艺表演 。,positive
5,一到 夜晚 ， 来 跳 广场 舞 大妈 ， 一拥而上 广场 上 跳 着 广场 舞来 烘托 广场 气氛 。,positive
5,桂林 中心广场 ， 桂林市 最 中心地段 ， 十字街 地带 ， 地下 小 香港 ， 地面 有大 广场 。,positive
5,景色 优美 ， 环境 不错 ， 玩 愉快 ， 吃 舒服 。 ( ～ ￣ ▽ ￣ ) → ) ) * ￣ ▽ ￣ * ) o,positive
5,中心广场 桂林市 地标 性 建筑 ， 必 打卡 。 地下 就是 繁华 小 香港 商业街 。,positive
5,方便 漓江 边 山 ， 对面 山水 水疗 很 不错 ！,positive
5,桂林 市区 最大 城市 中心广场 、 很多 喜欢 这里,positive
5,桂林市 中心 区域 ， 很多 活动 这里 举办,neutral
5,夜景 非常 漂亮 ， 今天 从 外省 回家 过年 本来 说 ， 晕车 不了,positive
5,闲暇 之余来 广场 散散步 ， 享受 一下 慢 节奏 生活 方式 ， 很 不错,positive
4,以 中心广场 为 中心 ， 周边 旺角 美食街 ， 中山路 夜市 ， 正阳 步行街 ， 尚 水街 等等 ， 晚上 热闹 ， 体力 去逛 吧 。,positive
5,桂林市 中心 最大 广场 … … … … ..,neutral
5,风景秀丽 自然风光 … … … … … ..,positive
5,很 好 ， 就是 很 干净 。 只是 没 啥 特点 。,positive
5,最 有名 景点 ， 一般 客人 回去,neutral
5,还 行 ， 为 市民 提供 娱乐 场所,neutral
5,酒店 就是 这个 中心广场 正 旁边 ， 交通 很 方便 。,positive
5,很漂亮 ， 很 美 ， 桂林山水 甲天下 。,positive
5,很 不错 中心 地区 ！ 可以 转转 ！,positive
4,桂林市 中心 广场 ， 晚上 可以 旁边 漓江 大 瀑布 饭店 ， 瀑布 从 饭店 顶楼 直冲 下 壮观 情景 。,neutral
5,位于 桂林市 市中心 ， 周边 正阳 街 可以 看看 很 不错,positive
5,桂林市 中心 最大 广场 。 。 。 。 。 。 。 。 。 。 。 。 。,neutral
5,风景 名胜区 位于 桂林市 中心 ...........,neutral
5,广场 很大 很 干净 ， 离 周边 景区 徒步 几百米 路程 。,positive
5,桂林 最大 城市 广场 。 夜晚 很 美 。 。 。 。 。 。 。 。,positive
5,逛街 地方 ， 夜晚 很 热闹 。 建议 晚上 入睡 前去 看看,positive
5,没 啥 好 ， 房子 瀑布 还 行 ， 其他 太 杂乱,neutral
5,休闲 时候 可以 广场 走 走 ， 。 … … … … … …,positive
2,桂林 中心广场 ， 位于 市中心 ， 不过 年代 比较 久 没有 什么 特色 ， 周围 些 百货商场 酒店 ， 距离 正阳 步行街 一百米 距离 ， 广场 上 大屏 一直 播放 地方 政府 宣传片 ， 算 有心 。,positive
5,值得 一去 中心 城市 广场 。 。 。 。 。 。 。,positive
5,广场 内 每天 来来往往 人们 很 高兴 游玩,positive
5,全市 中心地段 ， 交通 方便 ， 吃喝玩乐 可以 ！,positive
5,很 值得 地方 ， 人多 热闹 ， 购物 吃饭 方便 ！,positive
4,市中心 比较 大 广场 ， 每天晚上 20 : 30 分 ， 可以 广场 上 瀑布 大酒店 人工 瀑布 表演,positive
5,桂林市 中心 大型 供 市民 休闲 娱乐 广场 。,positive
5,山水 丽城 ， 漓江 太美 ， 游 心情舒畅 。,positive
5,市中心 ， 购物 ， 吃 ， 喝 ， 玩 ， 乐都 很 方便,positive
5,过节 时候 超级 多 桂林市 中心地段,neutral
5,这个 地方 必须 景点 ， 不错,positive
5,"非常 好 地方 , 小吃 特别 多 , 购物 方便",positive
5,东西 多 ， 特色小吃 多多 ， 风景 好 ， 值得,positive
5,位于 桂林市 中心 ， 居民 休闲 购物 去处,neutral
5,来 桂林 非常 值得 一去 地方 ， 景色宜人,positive
5,桂林 秀峰区 ， 广场 挺大 ！ 很 美 ！,positive
5,桂林市 中心 最大 城市 广场 … … … .,neutral
5,桂林 市区 最大 城市 广场 ！ 很 特色,positive
5,地理位置 不错 … … … … … … … … … …,positive
5,中心广场 ， 桂林 客厅 ， 交通 便利,positive
5,市 地标 之一 ， 还有 漓江 大 瀑布 ， 美,neutral
5,真的 特别 赞 ， 平时 吃完饭 溜达 溜达,positive
4,最 热闹 步行街 ， 就是 广场 。 。 。 没什么 标志性 建筑 ， 没 觉得 多 特别 。,positive
4,桂林市 中心 广场 ， 周末 各种 特色 演出 。,positive
4,桂林市 中心 广场 ， 周边 步行街 ， 商厦 ， 书店 有名 大 瀑布 酒店 。,neutral
4,闲暇 之余来 广场 散散步 ， 享受 一下 慢 节奏 生活 方式 ， 很 不错,positive
4,广场 比较 大 ， 边上 多 小摊贩 ， 现榨 水果汁 十分 清甜 好喝 。,positive
4,老 市中心 广场 ， 靠近 正阳 路 步行街 两江 四湖 。,positive
4,地下 小 香港 商业街 卖 衣服 ， 周末 可以 瀑布,positive
4,广场 大 ， 环境 还 不错 ， 周边 可玩 不少,positive
4,春节 装饰 已经 准备 ， 晚上 表演,positive
4,免费 市民 广场 ， 地方 很大 很多,positive
4,不错 地方 ， 晚上 可以 看到 大 瀑布,neutral
3,晚上 过去 比较 热闹 ， 与 正阳 路 交汇 ， 一段 主要 买卖 衣服 ， 一段 主要 奶茶 ， 小吃,positive
3,这个 广场 还 算是 不小 。 上面 很多 转 ， 不是 很 有意思 。,positive
3,地段 不错 ， 住 附近 哪 方便 ，,positive
3,真不错 规范 更好 啦 啦 花开 富贵,positive
3,就是 个 广场 ， 酒店 后面 ， 没什么 特别 。,positive
3,桂林市 中心 最大 广场 ， 不过 没什么 东西,neutral
5,环境 干净 ， 服务到位 ， 很 好玩 下次 来,positive
3,中心广场 桂林 市区 最为 繁华 一段 。,positive
3,广场 一般 吧 ， 不是 特别 什么 景区,positive
3,好多 游客 ， 而且 好多 旅游 大巴 。,neutral
4,一片 很 宽广 开阔地 ， 适合 休闲 广场 舞 。,positive
3,吃 碗 米粉 ， 很 辛苦 。 地方 很难 找 ， 本地人 太 清楚 。,neutral
1,老年 低价 团 ， 千万别 ， 导游 服务态度 差得 很 ， 免费 不想,neutral
