评分,comments,sentiment
5,侗情 水庄 侗族 同胞 居住 地方 ， 民居 很 特色 ， 更 突出 侗族 大歌 ， 歌声 悠扬 ， 犹如 天籁 ， 已经 申请 世界 非 物质 文化遗产 ， 侗族 同胞 用 歌声 欢迎 远道而来 朋友 。,positive
5,前段时间 带 家人 一起 侗情 水庄 ， 他们 是从 偏远 山区 搬出来 ！ 村寨 阿哥 芦笙 还有 侗族 大歌 迎接 非常 热情 ， 接着 参观 阿公 们 手工艺 ， 工艺 果然 不错 ， 打造 栩栩如生 ， 忍不住 给 家人 带 一款 回家 ， 以后 有空 经常 感受 感受 她们 风土人情 。,positive
5,桂林 这里 侗情 水庄来 玩 还是 挺 多 ， 这次 阳朔 回 桂林 时候 正好 这里 玩 ， 这里 拍拍 照片 吃点 东西 还是 挺不错 啊 ， 而且 来水庄 正好 下雨 。,positive
4,位于 广西 桂林 侗情 水庄 ， 利用 桂林 山清水秀 打造 一座 侗族 民族 文化 主题 景区 ， 更好 体现 侗族 风情 ， 加上 秀丽 桂林山水 ， 景色宜人 。,positive
5,侗情 水庄 桂林 周边 很 出名 景点 呢 ， 来 这里 并 不算 多 ， 这里 小 古镇 差不多 而且 风景 很 不错 啊 ， 这里 休息 调整 下 挺 好 。,positive
5,侗情 水庄市 侗族 集居 ， 跟 团游 其中 景点 之一 ， 这里 可以 了解 侗族 一些 生活习惯 ， 还有 侗族 建筑 ， 虽然 地方 市 属于 人造 景点 。,positive
5,侗情 水庄 这里 挺小众 景点 啊 ， 来 这里 玩 并 不是 很多 绝大多数 旅游团 哦 啊 ， 过来 并 不是 很 方便 ， 参观 一下 还 不错 。,positive
5,今天 来到 桂林 叫 侗家 古寨 地方 ， 这里 风俗 很 有趣 ， 高山流水 ， 打 糍粑 ， 对 山歌 等等 ， 从 入口 出口 感受 浓浓的 侗族 风情 ， 每个 阿嫂 阿妹 很 热情 ， 经过 风景 非常 漂亮,positive
4,侗情 水庄 阳朔 贵阳 路上 路过 景点 啊 ， 这里 弄 挺不错 但是 自由 行 游客 不是 很多 ， 景区 相对 偏僻 一点 名气 不大 。,neutral
5,昨天 跟 朋友 们 侗情 水庄 游玩 。 这里 村民 非常 热情 。 寨子 里 文化 代表 带领 了解 侗族 民族 文化 ， 带领 参观 侗族 阿哥 们 精湛 手工艺 。 同时 还 品尝 侗族 啊 妈们 亲手 制作 侗家 油茶 。 总之 一路 下来 非常 开心 ， 收获 很大 。 值得 推荐 ， 大家 时间 的话 可以 带上 家人 带上 朋友 侗情 水庄 游览 玩耍 。,positive
5,昨天 一家人 报团 侗情 水庄 游玩 . 里面 阿妈 很 热情 . 好客 . 阿嫂 带领 了解 名族 文化 . 还 参观 阿哥 们 精湛 手工艺 . 里面 银子 性价比 很 高 . 侗家 小吃街 里面 很多 小吃 . 味道 让 流连忘返 . 值得 地方 .,positive
5,昨天 跟 同事 侗情 水庄 游玩 ， 他们 是从 偏远 山区 搬迁 出来 ， 他们 边 这里 村民 非常 热情 ， 村寨 阿哥 们 吹响 芦笙 ， 唱起 侗族 大歌 迎接 。 这里 民族风情 非常 浓郁 ， 值得 一去 地方 。,positive
4,就是 比较 新 造景 聚集地 ， 其实 还 算是 可以 ， 但是 真的 没有 什么 意思 ， 地方 ， 很多 旅游团 ， 过来 多一点 ， 便宜 。,positive
5,桂林 恫情 水庄 具有 侗族 少数民族 特色 旅游 景区 ， 这里 村民 非常 热情好客 ， 还 参观 这里 手工艺 ， 打造 得 栩栩如生 ！ 风景 不错 ， 来 桂林 朋友 机会 一定 要 亲自 参观 感受一下 ， 很 值得 走 走 ！,positive
5,今天 游 侗情 水庄 ， 感觉 非常 不错 。 地地道道 侗 家人 热情 接代 。 听到 多 声部 侗族 大歌 喝 拦门 酒 。 还 打 糍粑 。 总之 非常 有意 建议 大家 玩 可以 可 领略到 地地道道 侗家 风情 。,positive
5,今天 姐妹 们 一起 来到 这个 喊 侗情 水庄 景点 游玩 。 不错 哦 ， 好看 好玩 还 学习 很多 民族 保养 身体健康 知识 。 收获 不小 ， 没有 白来 感谢 侗情 水庄 。,positive
5,觉得 侗情 水庄 这个 景区 风景 很 美 ， 里面 侗家 阿嫂 很 热情好客 ， 很 纯朴 ， 来 桂林 玩 朋友 机会 一定 要 来 感受 她们 热情 ， 她们 不同 民族 文化,positive
5,从 山里 搬出来 几十户 人家 ， 热情接待 阿嫂 讲解 侗族 风土人情 ， 阿妈 亲手 打 油茶 喝 ， 还有 阿哥 手工 打造 银饰 嫁妆 ， 很 值得 走 走 ！,positive
5,"这里 景色 真 美 ! 泉水 清如 明镜 , 山上 盛开着 五颜六色 野花 , 蓝天白云 映衬 下 , 真像 一幅 漂亮 风景画 。",positive
5,侗家 阿嫂 热情好客 ， 身临其境 让 感受 一样 民族风情 。 里面 手工艺 很 好 ， 带回去 给 家人 既带 健康 ， 又 尽 孝心 。,positive
5,第一次 走进 少数民族 ， 虽然 新 寨子 ， 各种 侗族 建筑 少数民族 气息 ， 让 朋友 们 流连忘返 ， 还有 很多 小吃 。 值得,positive
5,这个 地方 别的 少数民族 地区 有点 一样 ， 来到 这个 感觉 特别 舒服 ， 民族 气息 浓厚 ， 下次 要 带上 家人 起来,positive
5,朋友 一起 玩 ， 还 不错 ， 少数民族 气息 浓厚 ， 热情 淳朴 好客 ！ 东西 货真价实 ， 下次 再带 家人 一起 玩 。,positive
5,少数民族 风俗 很 特色 ， 村寨 风景优美 ， 手工艺 文化 很棒 ， 银饰品 特别 精致 ， 机会 可以 来 玩玩,positive
5,这里 很 民族特色 ， 独特 建筑 精湛 手工 ， 热情 侗族 ， 值得 一去 ！,positive
5,侗情 水庄 这个 景点 得 风景 不错 ， 空气 也好 ， 阿妹 阿嫂们 非常 热情 ， 民族风情 比较 特色,positive
5,今天 跟 朋友 起来 侗族 旅游 ！ 侗寨 阿嫂 阿哥 们 很 热情 ！ 风景 很 美 ， 民族 文化 很 浓厚 ！,positive
5,侗情 水庄 ， 非常 有名 族 特色 少数民族 ， 度假 休闲 好 地方 ，,positive
4,一家人 报团 一天 ， 感觉 可以 ， 侗族 文化 很足 ， 景区 很大 ， 里面 银子 真的 ， 给 妈妈 买 手镯 ！ 总体 来说 还 行,positive
5,民族风情 村 ， 很 侗族 少数民族 特色 ， 值得 一去,positive
5,侗族 寨子 大 ， 里面 侗族 文化 ， 很 特色 ， 喜欢 朋友 可以 看看,positive
5,少数民族 气息 浓重 ， 景色宜人 ， 工艺 精湛 ， 热情好客 。 个 好 地方 ！,positive
5,今天 玩 ， 很漂亮 ， 很 民族特色 。 侗族 很 热情 ！ 很 值得,positive
4,这是 侗族 居住 村子 ！ 里面 展现 着 侗族 生活 ！ 手工艺 ！ 侗族 非常 热情好客 ！ 值得 看看 好 地方 ！,positive
4,虽然 搬迁 过来 ， 算 建旧 如旧 ， 从中 可以 了解 侗族 这个 民族 来龙去脉 ， 主要 分布 区域 ， 人情 风俗 等等 。,positive
3,桂林 景点 ， 景色 一般 ， 值得 。,positive
5,值得 一去 景区 ， 里面 少数民族 手工艺 特别 特殊,positive
5,侗家 阿嫂 热情好客 ， 阿哥 手工艺 精致 ， 风景优美 。,positive
5,好玩 ， 侗族 大歌 好听 ， 手艺 好 ， 侗族 阿嫂 好 热情 。,positive
5,还 可以 吧 ， 风景 不错 ， 热情 ， 挺 有意思 。,positive
5,个 值得 玩 地方 ， 挺 民族风格 ！,positive
5,水乡 风情 ， 特别 美 ， 还有 好多 好吃 ！,positive
5,可以 ， 可以 呀 ， 不错 哟 ， 值得 一玩,positive
1,去过 侗情 水庄 ， 其实 他们 骗子 ， 骗 游客 买 东西 ， 而且 那里 银子 特别 贵 。 坑爹 坑娘 。 希望 大家 以后 不要 再 买 。,neutral
4,顺便 时候 这里 玩 一下 ， 小庄 还是 蛮 兴致 。,positive
1,就是 卖 银制 用品 垃圾 太 垃圾 。 太 垃圾,neutral
1,就是 个 购物 游 ， 还 浪费 这么 长 时间 。 。 。 超级 值得 ！,positive
1,完全 就是 购物 店 ！ ！ 全是 推销 ！ ！ 坑 ！ ！ ！,neutral
1,坐车 上 推销 银子 ， 第一站 带 养生 。 纯粹 商业 推销 景点 ， 景点 新建 。 谁 来 谁 上当 。,neutral
1,就是 个 购物 游无语 ╯ ﹏ ╰ 跟 团游 必须 景点,positive
1,值得 ， 就是 购物 ， 旅游团 带 着 买 银器,positive
