评分,comments,sentiment
5,有趣 好玩 ， 去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。,positive
5,有趣 好玩 ， 去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。,positive
5,有趣 好玩 ， 去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。,positive
5,景色 不错 ， 去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。,positive
5,值得 再次 游玩 好 地方 ， 必须 古村 住 下来 细细品味 ， 才能 发现 她 美 。 清晨 与 夜幕 下 古村 安静 ， 舒适 ， 惬意 ！ 村里 居民 朴实 ， 和善 ， 热情 ！ 有趣 好玩 ， 景色 不错 ， 总体 超赞 ，,positive
5,谁 能 想到 88 人能 体验 那么 多 项目 ～ 还 配个 美女 姐姐 带 着 游玩 ？ 1.4 以下 还 免费 ～ 项目 有趣 ～ 孩子 参与度 高 ～ 虽然 暑假 ～ 人不多 ～ 可以 玩 一整天 ～ 希望 景区 好好 开发 ～ 增加 手工 区域 空调 ～ 增加 更衣室 淋浴室 等 ～ 做好 园区 卫生 ～ 还会 带 娃二刷 。 带娃游 桂林 宝藏 景区 。,positive
5,值得 一去 古村 ， 耍法 比较 多 ， 亲子 游 不错 ！,positive
5,这是 桂林 最 好玩 地方 ， 强烈推荐 每个 品味 情怀 人来 玩,positive
5,暑假 带 小朋友 玩 ， 古村 很 适合 带 小朋友 ， 里面 可以 玩水 ， 做 手工 。 还 喝 好喝 手冲 咖啡 ， 赞 。 不过 夏天 就是 太热 ， 要 注意 做好 防晒 ！,positive
5,东漓 古村 ， 古色古香 ， 安静 祥和 ， 美景 如画,positive
4,夏天 还是 不错 ， 小朋友 可以 玩水,positive
5,环境 很 好 ， 跟 爱人 一起 散散心 ， 拍照 真的 很 出片 ， 而且 景区 比较 大 ， 不够 时间 逛,positive
5,今天 很少 ， 五个 人包 一辆车,neutral
5,很 好 很棒 ， 下次 还来,positive
5,特别 好 ， 建议,positive
5,12 月初 来 ， 值得一看 ！,positive
5,总体 超赞 ，,positive
1,里面 一项 榨油 恶心 ， 态度恶劣 ， 好 心情 那里 全没 ！,neutral
