date,ip 属地,评分,comments
2021-08-08,未知,5,刚开始还没有玩的时候感觉心慌慌的不敢开，后面开了两圈之后感觉上手很轻松，很好玩，非常的安全，小哥哥们的服务态度非常的好！超赞👍🏻下次会介绍朋友一起来玩
2021-08-16,未知,5,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍💪💪💪💪💪💪💪💪💪
2021-08-09,未知,5,来到阳朔一定要去体验呀，真的超级刺激超级好玩！我们是在客栈问的老板那里好玩，老板强烈推荐这里，于是我们抱着试一试的心态去玩了一下，全程刺激无尿点，绝对不能错过的一个好去处。
2021-08-08,未知,5,在携程下的单优惠了一点点，换票非常方便。赛车有专业头盔和操作人员告知简单操作。一次购票体验时间在8分钟左右。跑下来非常的刺激
2021-08-08,未知,5,油门踩到底，快乐到飞起!加速不错，跑了三圈也没碰到轮胎，前台服务很热情，操作简单，没驾照也可以。有帅气的教练培训，价格很优惠，值得推荐!
2021-08-14,未知,5,东望洋赛道在戏楼负二层，现在是夏天在地下室又凉快，赛道也足够宽，带上你们的小伙伴们一起来决战吧
2021-09-07,未知,5,简单好玩又刺激，操作简单，一款非常值得推荐的卡丁车，约上小伙伴一起来战吧
2021-08-09,未知,5,卡丁车刺激比较，适合成年人练车用，五星服务，弯道比较多，要安全驾驶哦！
2021-08-08,未知,5,跟小伙伴一起去玩了，超级刺激😌😌过段时间再带弟弟也去玩一下，非常适合年轻人哈哈哈哈哈，又爽又刺激。推荐推荐🤡🤡🤡🤡🤡
2021-08-08,未知,5,光是听见赛车的轰鸣声就有种心血澎湃的感觉，非常的刺激，游玩下来感觉整个人像打了鸡血似的，非常好玩！过几天还来。
2021-08-12,未知,5,约上几个朋友一起玩卡丁车，太过瘾了，你追我敢的，真正体验了漂移，一款非常值得推荐的卡丁车
2021-08-09,未知,5,刚开始还没有玩的时候感觉心慌慌的不敢开，后面开了两圈之后感觉上手很轻松，很好玩，非常的安全，小哥哥们的服务态度非常的好!超赞由下次会介绍朋友一起来玩
2021-08-12,未知,5,我第一次来玩，先购票，然后有工作人员帮讲解，进场验票，系上安全带，教练带跑两圈，两圈后我们自由超车，够刺激，对得起这个票价，还有排名，哈哈虽然我排不上，哈哈，小孩不够1.45是玩不了的，我老弟被迫再外面看我们玩哈哈
2021-08-12,未知,5,阳朔戏楼负二楼卡丁车就是好玩，去哪里玩什么都有人教，还有教练带着跑俩圈，值得推荐
2021-08-11,未知,5,新开的昨天跟朋友一起去体验了一下，速度与激情。适合我们年轻人玩，不会开车的也能轻松驾驭，过了一把手瘾，值得一去，推荐！
2021-08-08,未知,5,就是跑跑卡丁车的感觉，终于体验真实的漂移和地板油的感觉了，引擎声超燃。推荐反复食用！带上小妹体验口感更佳。等他家二人车回来再去还会去体验
2021-08-10,未知,5,操作简单，好容易上手，超级好玩，非常推荐的一款赛车游戏
2021-08-13,未知,5,阳朔东望洋赛道，澳门团队傾力打造，不用去澳门也能体验赛车手公认为最想挑战的赛道，第一次玩，感觉棒棒哒！漂移超级刺激。下次还会在来。
2021-08-12,未知,5,第一次来，差点走错了，位置是在负二楼，停车场里面，买好票，有讲解员，讲解几分钟后带上头套头盔，上车系好安全带，教练帮大响车，带跑两圈后，才可以自己超车
2021-08-09,未知,5,好玩，下次再来。推荐给大家哦。
2021-08-08,未知,5,阳朔新开的赛车体验项目，和朋友去玩了一次，车子加速很快，漂移过弯很有感觉。在这里能像在秋名山比赛一样！哈哈
2021-08-07,未知,5,终于可以当一把赛车手，治愈所有的不愉快！服务热情，刺激！下次还来！
2021-08-12,未知,5,来了几次了，很爽，叫上几个朋友，一起谁慢谁请吃宵夜哈哈哈，转弯刹车漂移不了，他们教练玩都是不带刹车的，猛得一匹，教练说的，转弯不刹车速度会快一些
2021-08-11,未知,5,非常刺激，可以约上几个小伙伴一起来挑战，一款非常推荐的赛车游戏
2021-08-08,未知,5,前段时间去玩辽，真的好好玩，刚开始还没有玩的时候感觉心慌慌的不敢开，后面开了两圈之后感觉上手很轻松，真的好有意思~很有趣~
2021-08-12,未知,5,操作简单，一下子就上手了，转弯能体验漂移的感觉，真的值得推荐
2021-08-07,未知,5,第一次玩，很刺激，值得体验！会推荐给朋友
2021-08-10,未知,5,前台小姐姐服务热情 【性价比】非常高，心情不好卡可以到这里发泄，调节情绪 【趣味】人多时，车与车之间可能会有一些亲密接触
2021-08-07,未知,5,超级好玩，好刺激，差一点点就刷榜了。
2021-08-08,未知,5,阳朔首家东望洋赛车，全长650米，超刺激，超好玩!!带上几个老友马上点燃你的卡路里!!😃😃
2021-08-12,未知,5,超棒的，速度真快都不敢用力踩油门，难得在阳朔能遇到那么好玩的项目，玩过一次后，弟弟舍不得走还要玩一次。哈哈，现在还可以打龙虎榜了哈哈
2021-08-09,未知,5,原本只想简简单单的来体验漂移的刺激感，没想到还有那么漂亮的小姐姐也喜欢过来玩车，心里面美滋滋
2021-08-16,未知,5,第一次来玩，体验感不错，喜欢听这种发动机的轰鸣声，太刺激了，一不小心就漂移起来，差点以为自己是秋名山车神。😎😎😎😎😎😎
2021-08-10,未知,5,场地里面的小哥哥帅气又客气，很仔细的跟我们说了注意事项，开起来比较安全又舒适，漂移的感觉特别的刺激，非常的好玩
2021-08-08,未知,5,超级棒，快来体验一把速度与激情的碰撞💥吧！让你此生难忘，你还在犹豫什么，还在等什么，叫上你的铁憨憨，叫上你的好闺蜜👭，出发吧！
2021-08-09,未知,5,【性价比】很高 【趣味】很有趣，讲解的非常详细，玩的感觉非常刺激 【景色】装修的很好 地方好找
2021-08-10,未知,5,在戏楼负二楼，挺大的场地，头盔一带，安全带一系，油门一踩，让你玩了还想玩哈哈哈，中途几次撞赛道边的轮胎上，不过举手呼叫有小哥哥过来帮忙的，很安全，有很多小朋友也来玩
2021-08-10,未知,5,赛道比较宽敞干净，第二次来玩漂移有一种丝滑般的感觉，相信自己再多玩几次可能就可以去参加比赛拿奖了，哈哈哈
2021-08-12,未知,5,超好玩，速度也快，要得就是这种感觉，就是头盔选大了，早知道选小点的就好了。我朋友都被我超过一圈，哈哈哈，这群小菜鸡。弱爆了
2021-08-12,未知,5,多人竞技的乐趣非常有趣，已经过来玩了三四次了，刺激感仍然不减，而且差一点就刷榜了
2021-08-10,未知,5,操作简单，超级刺激，超级好玩👍🏻👍🏻👍🏻👍🏻
2021-08-09,未知,5,放假了，来到戏楼负二楼的东望洋赛道驾驶赛车。赛车的发动机声音真够爽的，直线加速，弯道漂移！太刺激了！
2021-08-08,未知,5,80元一张赛车票，楼下停车场还可以免费停车3小时。跟朋友上场赛了一趟，卡丁车漂移操作非常的爽，拐弯提速朋友连尾灯都看不见
2021-08-13,未知,5,第二次来了，带着小朋友来的，小朋友身高一定要145这样才可以不然脚不够长踩不到油门，小朋友都觉得很刺激，还想再多玩一会
2021-08-07,未知,5,太刺激了，第一次玩，很过瘾、值得推荐！
2021-08-11,未知,5,大家千万别走错了，不是负一楼，是负二楼，停车场这里哦。负一楼是小孩玩的，负二楼才是大人玩的，刚刚差点就玩上小孩玩的了哈哈，还好朋友说了下这场地好像不对啊。
2021-08-10,未知,5,场地干净整洁，还有专业教练带队，第一圈简单上手，多跑几圈就很熟练了，挺好玩，下次和朋友还要来
2021-08-12,未知,5,在阳朔戏楼负二楼，位置很好找，很多人排队玩，太火爆了趴，还可以比赛，有一个排行榜，好像是有什么礼品得，太有趣了，玩了两次还想玩，大人小孩都适合去玩哒
2021-08-12,未知,5,第三次来玩了，今天刚推出的龙虎榜，直接办个会员，争取拿个月榜，听说奖品多多，还有奖金。
2021-08-12,未知,5,安全好玩，我们几个好姐妹玩了一次又买了一次的票，感觉玩上瘾了😂
2021-08-10,未知,5,大型卡丁车场在阳朔也有了，体验感爆棚!沉默加速度，一圈下来所有的烦恼都没了，戏楼负二楼，小车直接开入停车场即可听到劲爆的音乐，非常好找，有驾驶欲望，服务周到，场地前台小姐姐很热情❤️
2021-08-11,未知,5,操作简单，容易上手，非常值得推荐，真正让我体验了速度与激情
2021-08-08,未知,5,地方很好找，工作人员很热情，非常好玩的卡丁车~推荐推荐！很适合和朋友一起去玩，飙个一两圈就爽了嘿嘿
2021-08-11,未知,5,非常的好玩，几位小姐姐玩得非常开心，而且价格实惠，已经第三次过来玩了，下次还会带朋友过来一次玩
2021-08-09,未知,5,超级好玩，小朋友玩着下来心情都开开心心的，第一次感受到漂移带来的乐趣，下次还会带着亲朋好友来玩
2021-08-12,未知,5,火爆朋友圈的卡丁车，今天去试了下，小哥哥们都很热情介绍操作，轻松上手，体验感满满，速度很爽
2021-08-09,未知,5,去玩了一次特意来评价，真的很不错，地方容易找，工作人很贴心，在地上贴了路标指路。卡丁车很安全，刹车灵敏，约上三五好友放松的好去处。
2021-08-18,未知,5,可以上榜了123名可以拿奖👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
2021-08-08,未知,5,工作人员很热心！卡丁车体验感很好，很释放压力，很不错！推荐来体验！
2021-08-09,未知,5,这是第二次去玩了，非常刺激位置宽敞，工作人员非常耐心的培训解说，下次带上家人一起再去体验，值得推荐的地方
2021-08-11,未知,5,第一次体验到漂移多人竞技的乐趣，非常的有趣，漂移过弯非常的刺激，有时间会经常过来玩
2021-08-10,未知,5,刺激刺激～下次再来！👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
2021-08-10,未知,5,驾驶操作感强，车子外形非常的酷！跑完以后意犹未尽！有空再来！
2021-08-09,未知,5,地址就在戏楼负二楼，标识清楚很好找。上车前会有工作人员仔细介绍规则，介绍得十分详细。刚开始玩不太敢加速，之后熟练了，体验了一把速度与激情，十分刺激好玩！夏日炎炎，不想出去暴晒，也不想淋雨，可以到这里玩一把！
2021-08-09,未知,5,亚洲大型卡丁车场在阳朔也有了，体验感爆棚!沉默加速度，一圈下来所有的烦恼都没了，戏楼负二楼，小车直接开入停车场即可听到劲爆的音乐，非常好找，车子很帅气，有驾驶欲望，服务周到，场地的小哥哥很专业，非常安全，会提前告知注意事项，值得推荐!
2021-08-09,未知,5,味道特别纯正有人借我30吗一天没玩了感觉浑身上下有蚂蚁在爬四肢酸痛无力实在是玩不起了自从染上这个以后北京的四合院吃没了上海的独栋别墅吃到了
2021-08-09,未知,5,第一次来玩，地址在阳朔戏楼，服务态度很好，非常刺激，漂移随手就来，很容易驾驭，非常不错的一次体验。
2021-08-07,未知,5,非常棒的小型赛车驾驶体验，极速飞扬畅快淋漓！ 与朋友一起赛圈后在饮啤酒，爽爽爽！
2021-08-11,未知,5,东望洋赛道由澳门团队倾力打造，不去澳门了，阳朔戏楼负二楼就可以玩了，等你来战
2021-08-09,未知,5,🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺🐂🍺
2021-08-07,未知,5,来着玩了几次感觉挺好的，建议多来体验
2021-08-07,未知,5,地方好找，方便停车。非常好玩刺激，来了一次还想第二次。体验了一把速度与激情。
2021-08-07,未知,5,刺激，速度与激情的感觉体验感超级好
2021-08-07,未知,5,很棒的赛车，马达的轰鸣声，让我热血沸腾，弯曲的赛道，让我有征服的欲望，玩了两次，意犹未尽，约上三五好友，下次再战。
2021-08-10,未知,5,【性价比】超高，速度可慢可快，体验超棒！带上头盔，你就是这条街最亮的崽，为工作人员点赞，头套都是一个一个消毒的。
2021-08-08,未知,5,紧张刺激好玩！玩的就是速度，玩的就是激情！很容易驾驭，来阳朔另一类玩法的不二选择。非常推荐！
2021-08-12,未知,5,带了第一视角头盔过去拍现场，不敢开的那么快！各个超我的车，好气呀！！！
2021-08-08,未知,5,极速竞赛，热血沸腾。跑完了一趟在补票玩一趟。真的爽
2021-08-10,未知,5,在阳朔才知道有这么好玩的地方，第一次玩卡丁车，太刺激了，高端大气上档次，奔放洋气有深度，狂拽炫酷屌炸天。太喜欢这样的感觉了，太爽了，下次一定要带着女朋友来玩，值得推荐
2021-08-09,未知,5,赛道曲直有度，速度快一些可以玩漂移，可以跟朋友们玩得很尽兴。服务到位，新手也可以熟练操作。期待下次能来再玩
2021-08-11,未知,5,太好玩了，操作简单，跑一圈就上手，这就是速度与激情，太刺激了
2021-08-09,未知,5,坐落在我美丽的大阳朔新地标戏楼，开车直达，环境不错，服务态度很好，紧张刺激，释放压力首选。
2021-08-07,未知,5,感觉挺新鲜好玩，上车前有工作人员会告知注意事项安全感很高，是值得去玩好地方，值得推荐。。有时间在去玩。。。。
2021-08-07,未知,5,紧张刺激，8分钟跑下来体验感贼爽！下次有机会要带上小伙伴一起来战一场
2021-08-09,未知,5,很不错，赛道也很刺激，工作人员的服务态度也很好
2021-08-09,未知,5,非常值得推荐！阳朔东望洋赛道道专业卡丁车！
2021-08-09,未知,5,第一次玩卡丁车太刺激了，操作简单，让我也体验了一把速度与激情
2021-08-09,未知,5,刺激，有趣，小哥哥，小姐姐服务细心，态度很好。第一次去玩，没有带朋友，旁边小哥哥热心带我走了一圈，熟悉跑道。特别谢谢！
2021-08-09,未知,5,戏楼负二楼地下停车场旁，超好玩的卡丁车，很刺激哦，和朋友一起去玩体验感很不错。
2021-08-08,未知,5,在山水闻名的地方体验了速度与激情，太爽了。🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎🏎
2021-08-08,未知,5,操控好，提速快。过弯漂移体验非常的快乐！阳朔戏楼负二楼东望洋赛道，等你一战！
2021-08-08,未知,5,太好玩了，比开车简单多了，刺激，开心，小孩坐了一次都还觉得不过瘾还想继续玩，看着都不想离开，以后来阳朔还会继续来玩。
2021-08-05,未知,5,超刺激，很好玩！圈速刷上榜有奖品拿。
2021-08-07,未知,5,氛围很好，还可以刷圈数，服务也优秀
2021-08-07,未知,5,很棒的体验，场地很宽敞，设施很齐全，适合朋友一起玩：
2021-08-08,未知,5,非常好玩，点赞👍，快点来玩吧
2021-08-07,未知,5,非常好玩，开完第一圈，适应以后，就越来越快，很安全
2021-08-07,未知,5,超级棒👍🏻👍🏻👍🏻玩了还想玩，值得推荐
2021-08-07,未知,5,很好玩很刺激场地很棒玩得很开心
2021-08-08,未知,5,操作一流，漂移过弯的感觉非常的棒！卡丁车酷酷的一看就有驾驶的欲望！
2021-08-07,未知,5,非常刺激，非常好玩，玩了还想玩😂弯道超车刺激
2021-08-07,未知,5,玩这个可以学开车，富有挑战性，非常的刺激，也很安全，非常好玩，很有挑战性，完全不需要担心天气问题，去那里的服务很好，很贴心。
2021-08-07,未知,5,这特别适合挑战车技的小哥哥小姐姐，赛道很带劲儿，拍照超酷炫，而且无论刮风下雨都不受影响，最最主要的是停车还三个小时内免费。
2021-08-07,未知,5,是个值得去玩的好地方，刺激新鲜好玩而且安全性也高，服务员的态度也超级好的，推荐去玩
2021-08-09,未知,5,第一次玩，操作简单，上手快，教练带一圈就能适应场地，太好玩了
2021-08-09,未知,5,戏楼下面的卡丁车好玩，又刺激又又安全，有好多测速的教练都在旁边教我们怎么开，而且都有工作人员在旁边随时监控我们的安全，好玩，真的不错，值得去
2021-08-08,未知,5,上演速度与激情，油门踩到底，爽歪歪，排队都排好久，太火爆了啊
2021-08-07,未知,5,烧油的后驱，开的快还可以漂移，刺激好玩。
2021-08-10,未知,5,超级棒， 【趣味】很强 【性价比】比较实惠，安全，主要是前台的小姐姐服务态度非常好
2021-08-10,未知,5,🤠阳朔第一家室内卡丁车，第一次带女朋友去，感觉自己秋名山车神附体，神龙摆尾，闪电漂移👻。而且还不贵。不错不错😉
2021-08-09,未知,5,场地够大，足不出户就可以玩到这么刺激卡丁车，体验感超强。
2021-08-07,未知,5,太酷了，真的太刺激了，非常值得去玩！
2021-08-09,未知,5,前台小姐姐热情❤️，引擎的声音真是太酷了！驾驶很安全！
2021-08-07,未知,5,非常刺激，周末约上朋友跑跑非常解压
2021-08-11,未知,5,酷炫哇，一人驾驶一辆赛车在赛道上直线冲速，弯道漂移！
2021-08-09,未知,5,来玩了一次才知道阳朔还有这个好玩的地方，全程女朋友把我抱得紧紧的，还说我比以前更男人了非常猛，失去的信心又找回来了，下次肯定还要去玩
2021-08-08,未知,5,刚开始还没有玩的时候感觉心慌慌的不敢开，后面开了两圈之后感觉上手很轻松，很好玩，非常的安全，下次还要和朋友一起来玩，太好玩了太有趣了
2021-08-07,未知,5,好玩，非常刺激，刷榜还能领奖品。
2021-08-08,未知,5,紧张刺激，漂移过弯！和朋友赛圈下来体验感非常的好！
2021-08-10,未知,5,前台小姐姐服务热情 【性价比】非常高，心情不好卡可以到这里发泄，调节情绪 人多时，车与车之间可能会有一些亲密接触
2021-08-08,未知,5,非常刺激的卡丁车、地理位置在戏楼负2楼、值得推荐
2021-08-10,未知,5,太刺激，太好玩了，快快带上你的好朋友，来一场说赛就赛的赛车吧，既不用风吹，也不用雨晒，星级享受就在东望洋。
2021-08-09,未知,5,一直想玩卡丁车，想不到那么好玩专业的赛道也有了，好玩还不贵，喜欢刺激的朋友可以来试试！
2021-08-07,未知,5,不错的选择，大家可以来试一试，不来会后悔的哦！
2021-08-09,未知,5,服务非常好，下雨都不受影响，加速快，有空再来
2021-08-08,未知,5,好玩又刺激😁有兴趣的朋友也可以来体验一下！
2021-08-10,未知,5,场地大，几圈下来爽歪歪，头盔也不重，人多好玩一点，所以要多约几个人一起才对，操作简单，从没玩过的可以尝试哦，很好玩很安全哒
2021-08-07,未知,5,太刺激了，第一次玩，很过瘾。值得推荐！
2021-08-09,未知,5,体验感极强，速度很快，可以漂移很巴适
2021-08-08,未知,5,非常好玩，停车方便位置非常好找。刺激
2021-08-08,未知,5,太刺激了，非常推荐，大家一起来玩吧。
2021-08-07,未知,5,是一个值得去玩的好地方，刺激新鲜好玩安全性也高，推荐去玩
2021-10-01,未知,5,超棒的。一起来玩的，很刺激速度很快
2021-08-09,未知,5,我觉得这个卡丁车在阳朔玩过最刺激最好玩的项目，安全系数5个星，特别是前台小姐姐非常热情❤️那个韦小姐姐 哈哈哈😄！
2021-08-10,未知,5,很好玩，玩了带上朋友一起去的！！
2021-08-10,未知,5,来咯！好好放飞自我，让不开心的事都随着飘散😜😜
2021-08-07,未知,5,刺激，非常好玩，刷榜还有礼物拿
2021-08-09,未知,5,地理位置很好找，太好玩了，里面的小哥哥服务也很周到，还会提前介绍注意事宜，推荐推荐下次还来。👏🏻👏🏻
2021-08-07,未知,5,非常刺激非常好玩玩了一次还想玩第二次值得推荐！！
2021-08-10,未知,5,刺激性很强，小姐姐又好看，安全系数高，值得推荐
2021-08-07,未知,5,挺棒的，玩的也挺开心，安全系数也不错。👍🏻
2021-08-09,未知,5,这个挺刺激的，有飚车的感觉，玩了一次太刺激忍不住又接着玩了一次，飚得太爽了！值得玩！
2021-08-09,未知,5,来到阳朔到处热的不行，发现了这个负二楼的卡丁车，乐坏了终于有地方可以玩了，很刺激，玩的很开心，服务也很好
2021-08-08,未知,5,非常好玩 推荐大家 穿上酷酷的衣服拍照就很绝
2021-08-09,未知,5,小韦美女服务态度超级棒，下次来一定再找韦大美女👍👍👍
2021-08-07,未知,5,超刺激，非常好玩，服务很好，值得推荐喔
2021-08-07,未知,5,地方很好找，小朋友很喜欢，下次还会去。
2021-08-07,未知,5,很喜欢飚的感觉，棒棒哒！！😎😎😎
2021-09-30,未知,5,车直接开到戏楼停车场，就看到赛车场了，这次赛车体验棒棒的
2021-08-07,未知,5,非常有挑战性，可以练习开车，好玩又刺激，服务热情，赛车也很安全，不用担心天气
2021-08-09,未知,5,该说不说，现场很帅，和小伙伴一起玩很解压，有机会下次来
2021-08-10,未知,5,超级赞的，有种上车不想下的冲动，速度与激情，肾上腺素飙升的快感！值得你来
2021-08-10,未知,5,玩了一次绝对还想玩第二次值得推荐
2021-08-11,未知,5,听说这里有速度与激情，然后我就来了，果然不虚此行还在这里认识几个妹子我感觉人生都达到了巅峰
2021-08-08,未知,5,超级好玩，下次还会去玩。。。。
2021-08-07,未知,5,刺激，周末跟朋友来玩玩非常解压
2021-08-09,未知,5,第三次来玩，还是非常刺激。现在都会漂移了哈哈哈哈
2021-08-08,未知,5,体验感很刺激、很好玩，提速后油门轰轰的声音特别棒
2021-08-09,未知,5,第二次来了，超级好玩，小朋友很开心，非常安全
2021-08-09,未知,5,很棒，太好玩了，带上家人朋友刚合适，哈哈哈
2021-08-08,未知,5,灰常刺激 强烈推荐大家来玩哦 拍酷酷的照片🥳
2021-08-08,未知,5,很酷，追逐的赶紧超棒！技术不行，被人反超了
2021-08-16,未知,5,弯道超车刺激😉😉😉😉刺激刺激刺激
2021-08-12,未知,5,炎炎夏日，挡不住我要追你的心❤️❤️❤️
2021-08-09,未知,5,第二次来了，停车方便，位置好找。超级刺激
2021-08-10,未知,5,前台小姐姐服务态度好，安全系数很高，比较适合成年人，玩得很开心。 【性价比】很高
2021-08-09,未知,5,非常滴刺激，这次玩了，下次还来，感觉自己年轻了好多岁，这是个好东西，值得推销。
2021-08-07,未知,5,比较有挑战性，刺激好玩，不过还挺安全的，服务也好，下次还来
2021-08-12,未知,5,超赞，转弯漂移，速度感真好👍👍
2021-08-10,未知,5,场内空气流通，挑战性较强，好玩，下次一定再带朋友一起去
2021-08-09,未知,5,带家属来玩，真棒，专业赛道，刺激啊
2021-08-08,未知,5,【景色】好 【趣味】刺激 【性价比】高
2021-08-07,未知,5,赛道竞速飙车，刺激过瘾，速度与激情
2021-08-07,未知,5,太刺激、好玩了、坐了几次钱、超过瘾
2021-09-30,未知,5,好玩！🐄刺激！🐎开心！🌊下次还来！十分值得体验的运动。💃💃💃
2021-08-11,未知,5,值得去，上回带了几个朋友一起去的
2021-08-09,未知,5,这个卡丁车场是我玩过最好玩的！！
2021-08-10,未知,5,超好耍的卡丁车 油门踩到底 刹车都不用 想怎么来就怎么来
2021-08-09,未知,5,哇塞，超级棒，炎炎夏日不知道去哪里玩的时候，是一个好去处！真的超级赞的
2021-08-09,未知,5,炎炎夏日，就来这里玩，服务好。
2021-08-09,未知,5,很好玩，很有挑战性，很刺激，不用担心天气问题，超级安全，有教练教开车。
2021-08-09,未知,5,活动去的，划算。很是刺激，奈何水平有限，飙的太慢。
2021-08-07,未知,5,不错的选择！大家可以来试一试！
2021-08-07,未知,5,第一次玩，非常刺激，值得推荐！
2021-08-07,未知,5,第一次玩，太刺激了，非常好玩。
2021-08-07,未知,5,非常好耍，难得阳朔有这种项目耍
2021-08-10,未知,5,阳朔最刺激的游乐项目，位于戏楼，非常好玩，下次还会带朋友去，值得推荐
