评分,comments
5,上 半山腰 进洞 内 分批 免费 导游 带领 解说 游览 ， 里面 路面宽 平坦 ， 很大
4,七星岩 ， 位于 桂林 七星 公园 内 普陀山 腹 ， 东西 贯通 ， 入口 天玑 峰 西南 半山腰 ， 出口 东麓 。 它 原是 距今 100 万年 一段 古老 地下 河道 。 洞分 3 层 ： 上层 高于 中层 8 ～ 12 米 ， 残留 痕迹 尚可 辨认 ; 下层 距 中层 10 ～ 15 米 ， 仍 发育 地下 河道 ; 现供 游览 中层 。 中层 长 1100 米 ( 游程 814 米 ) 最高 27 米 ， 最 宽 50 米 ， 最窄 仅容 单人 通过 ， 面积 1.75 公顷 。 全洞 构成 一条 珠串 状 地下 长廊 。 非常 特点 ， 洞内 夏天 非常 凉爽 ， 可 做 天然 储酒 之 。
5,七星岩 以 雄伟 、 变幻莫测 ， 玄妙 无穷 ， 组成 一幅幅 绚丽 图景 。 著名 景点 ： 古榕 迎宾 、 边寨 风光 、 群英 聚会 、 银河 鹊桥 、 石林 幽境 、 孔雀开屏 、 蟠桃 送客 等 40 多处 。 这些 形象 、 逼真 、 传神 景物 ， 令人 如痴如醉 ， 遐想 联翩 ， 由此 生发 无数 神话 ， 广为 传流 。
5,天下第一 岩 名不虚传 ！ [ 害羞 ] [ 害羞 ] 景区 由五湖 ， 六岗 ， 七岩 ， 八洞 所 组成 ， 人间仙境 之称 ， 七座 排列 犹如 北斗七星 石灰岩 分布 湖面 上 ， 景色 怡人
4,风景 还 不错 ， 觉得 七星岩 导览 有点 太短 ， 要 足够 想象力 才能 体会 里面 石头 样貌 。 七星 公园 里 桂海 碑林 有点 不太懂 ， 但 其实 还 蛮 值得 进去 看看 ， 需要 多一些 时间 才能 好好 享受 风景 。
5,这边 风景 独好 ！ 景色 特别 漂亮 ， 值得 一去 ！ 时间 允许 ， 所以 只能 匆匆 浏览 ， 走马观花 ， 机会 的话 ， 还 这里 来 ， 欣赏 这里 没好 风光 ！
5,可以 说 七星岩 景区 精华 所在 并 不是 那个 骆驼 山 ， 而是 这个 七星岩 溶洞 溶洞 里 奇形怪状 钟乳石 ， 真的 可以 银子 岩 相媲美 。 而且 钟乳石 之 数量 之多 ， 面积 之 宽广 地下 河水 道 纵横交错 ， 实在 令人 叹为观止 。
4,这个 地方 名气 很大 ， 钟乳石 大型 展示 场 ， 桂林 这样 地方 不少 ， 毕竟 同样 地质 地貌 桂林 很多 ， 所以 类似 场所 选择 1 - 2 个 可以 ， 七星岩 可以 选择 。
5,非常 好玩 地方 ， 适合 带 孩子 ， 导游 很 文化 ， 仔仔细细 讲 每个 景点 。 七星岩 只 开放 中层 ， 上下 二层 关着 。 导游 带 着 走 一段 ， 开 一段 灯 ， 非常 漂亮 ！
4,七星 公园 因 七星岩 七星岩 闻名 ， 来 此 原因 。 七星岩 七星岩 曾 出现 小学 课本上 ， 三个 字 过去 20 年里 从未 从 记忆 中抹 去过 。 实际上 ， 七星岩 七星岩 一座 溶洞 ， 因 位于 七星 公园 内 普陀山 腹 得名 。 它 原是 距今 100 万年 一段 古老 地下 河道 。 现在 ， 洞内 遍布 千奇百怪 、 姿态 嶙峋 石笋 、 石柱 、 钟乳石 ， 加上 后人 想象 导游 动人 讲解 ， 游人 宛如 置身于 奇幻 世界 。
4,七星岩 很漂亮 ， 七星 公园 可以 爬山 ， 山不高 ， 套票 价格便宜 很多 ， 如果 愿意 步行 可以 坐电 屏车 ， 每人 20 有些 略贵 ， 而且 来 七星 公园 一定 要进 七星岩 ， 单玩 公园 ， 对于 来 旅游 来说 没意思
5,桂林 三大 钟乳石 景区 之一 桂林 必去 之一 典型 喀斯特地貌 溶洞 很大 很 凉快 钟乳 溶洞 内比 外面 冷要 多加 一件 衣服 跟 银子 岩 芦笛岩 一样 比较 冷 完全 商业化 溶洞
5,桂林 七星岩 “ 天下第一 洞 ” 美称 。 漫长 岁月 里 ， 雨水 不断 渗入 ， 溶解 石灰石 ， 并 洞 内 结晶 ， 于是 形成 千姿百态 石钟乳 、 石柱 、 石笋 、 石幔 、 石花 等 ， 并 许多 瑰丽 奇绝 、 妙趣横生 景致 。
5,七星岩 游玩 还 不错 ， 尤其 里面 七星岩 溶洞 ， 大自然 鬼斧神工 ， 配 上 彩色 灯光 ， 还是 很 值得 一玩 ， 景区 内 整体 环境 还是 很 不错 ， 刚好 不是 节假日 ， 景区 内人 不是 特别 多 ， 还是 很 不错 ！
5,购买 50 元 公园 大 门票 ， * * * 加购 45 元 景点 票 呦 ～ 不过 还是 物超所值 。 早上 进园 ， 细细 逛来 ， 瀑布 池塘 假山 小景 一应俱全 ， 纪念碑 前 打 太极 老太太 和颜悦色 ， 树荫 里 下棋 老爷爷 聚精会神 ， 假山 下 酒神 对饮 大叔 们 喜笑颜开 ， 结伴 出游 阿姨 们 穿着 鲜艳 衣裳 靓声 靓影 ， 长辈 陪同 小朋友 们 奔跑 欢笑 ， 对 园子 里 一切 充满 好奇 。 很 真实 ， 很 鲜活 ， 很 桂林 。 作为 今天 「 第一 洞天 」 第一波 客人 ， 负责 降解 今天 上班 第一位 讲解员 小姐姐 ， 一路上 看着 岩洞 从 伸手不见五指 人间仙境 ， 很 奇妙 体验 ～ 岩洞 内部 格局 挺大 ， 很 开阔 ， 丰富 灯光 配合 大家 想象力 ， 很棒 体验 ， 讲解员 小姐姐 很 温柔 可爱 呢 ～
5,桂林 七星 （ 岩 ） 景区 位于 桂林 市区 漓江 东岸 ， 漓江 支流 小东江 畔 ， 距 市中心 1.5 公里 。 占地面积 约 134.7 公顷 ， 绿化 覆盖率 达 84 [ % ] ， 桂林市 面积 最大 、 历史 最 悠久 、 景致 最多 最 集中 综合性 景区 。 历史 文化 精深 博大 七星 汇聚 ， 自然 与 人文 完美 融合 七星 展现 ， 堪称 桂林山水 与 文化 缩影 、 桂林 城市 绿肺 ， 集 桂林 山 、 水 、 洞 、 石 、 庭院 、 建筑 、 文物 之 大成 ， 桂林山水 精华 景观 缩影 。
5,七星岩 里面 很大 ， 导游小姐 姐 讲解 到位 ， 溶洞 形象 惟妙惟肖
5,七星岩 景区 桂林市 区内 地位 仅次于 象山 景区 知名度 景区 居为 象山 景区 之后 ， 室内 最 值得 游玩 景点 之一 ， 骆驼 山 非常 特色 ， 确实 无论 从 哪个 角度 很 像 骆驼 。
5,七星 公园 位于 桂林 市区 、 漓江 东岸 ， 小东江 流贯 其间 。 公园 占地面积 约 600 余亩 ， 因 园内 七座 山峰 ， 犹如 天上 北斗七星 坠地 得名 。 它 桂林市 区内 面积 最大 ， 游客 最盛 ， 历史 最长 综合性 公园 。
5,携程 订 性价比 很 高 。 七星岩 比较 壮观 ， 七星 公园 很大 ， 不失为 周末 家庭 乐 好去处 ， 不过 特色 地方 较 少 ， 可是 聚集 文化 元素 很广 。
4,桂林 七星岩 与 肇庆 七星岩 不同 ， 桂林 七星岩 溶洞 不是 山岩 ， 这里 溶洞 景色 非常 漂亮 ， 号称 地下 漓江 ， 它 坐落 桂林市 七星 公园 内 ， 非常 值得 游览 。
4,很大 公园 ， 不巧 赶上 下雨天 ， 路 有点 滑 ， 爬山 时候 要 特别 小心 。 里面 景点 不少 ， 骆驼 山 ， 龙隐岩 不错 ， 最 精华 部分 就是 七星岩 ， 很大 溶洞 ， 里面 很 阴凉 ， 千奇百怪 石钟乳 石笋 加上 彩灯 效果 非常 漂亮 ， 就是 灯光 持续 时间 太短 ， 还 没 拍 几张 照片 灭灯 ， 行程 有点 赶 ， 里面 光线 较暗 ， 带 小孩 要 牵 好 .
5,桂林 七星岩 出处 由于 七星岩 里面 摩崖 石刻 ， 国内 保存 最 多 、 最 完整 、 最 集中 摩崖 石刻群 ， 所以 才 取名 叫 七星岩 。 七星岩 湖中 有山 、 山中 有洞 、 洞中 有河 ， 景在 城中 不见 城 ， 景色 非常 美丽 。
4,七星岩 真的 很大 ， 入口 能 开 大会 。 洞里 景观 无非 这种 附会 ， 没 仔细听讲 解 ， 唯独 这个 桃园 结义 ， 还 真 挺 像 那么回事 。 洞里 大 能 摆摊 ， 好 凉爽 。
5,七星岩 还是 值得一看 ， 很多 领导人 去过 。 沧海桑田 力量 ， 它 面前 太 渺小 。 桂林 旅游 ， 基本 景点 前 本地 导游 售票 ， 如果 网上 购票 时间 截止 ， 记得 景点 门口 逛逛 问问 ， 不要 买 原价 票 。
5,挺 好 但是 爬 一段路 特别 累 … 老人 不太 方便 哈哈 但是 里面 超级 美的 ， 老人 可以 享受 半价 （ 70 以上 ）
4,溶洞 还是 银子 岩好 啊 ， 时间 紧急 。 所以 市区 七星岩 。 不过 还好 吧
5,家乡 美丽 桂林市 灌阳 市 油茶 ， 灌阳 正宗 火锅 ， 红薯 粉 ， 太 好吃
5,神奇 世界 ， 灯影 如水 。 光怪陆离 ， 值得 观看 ！
5,胜 离 市中心 近 ， 值得一看 。 景区 门票 + 岩洞 门票 小贵 ， 但 玩 四五个 小时 算 值得 。 七星岩 内 灯光 还 算 不错 ， 拍些 照片 挺 好 。 龙隐洞 等 摩崖 石刻 把 景色 文化 融合 一起 ， 值得 欣赏
5,七星岩 ， 隋唐 称 栖霞 洞 ， 宋代 称仙 李岩 、 碧虚岩 ， 位于 桂林 七星 公园 内 普陀山 腹 ， 东西 贯通 ， 入口 天玑 峰 西南 半山腰 ， 出口 东麓 。 大自然 亿万年 造化 体现 为 洞 内 神奇 景观 。
4,买 七星 公园 七星岩 得 套票 ， 进入 七星 公园 图标 指示 ， 很 容易 找到 七星岩 ， 七星岩 整点 半点 集体 进入 观看 ， 没到 点 需要 等待 ， 这点 没有 芦笛岩 好 ， 不太 喜欢 这种 形式 ， 别的 很 不错 ， 讲解员 讲 很 认真 ， 岩洞 风景 不错 。
5,七星岩 ， 隋唐 称西 栖霞 洞 。 宋代 称仙 李岩 。 位于 ， 桂林 七星 公园 内 普陀山 腹 ， 东西 贯通 。 他原 距今 100 万年 一段 古老 地下 河道 。 洞分 三层 ， 上层 高于 中层 8 - 12 米 ， 残余 痕迹 尚可 辨认 。 下层 距 中层 10 - 15 米 ， 仍 发育 地下河 倒 ， 现供 游览 中层 。 中层 长 1100 米 ， 最高 27 米 ， 最 宽 五十米 ， 最窄 仅容 单人 通过 面积 1.275 公顷 。 全洞 构成 一条 珠串 状 地下 长廊 。
5,卡斯特 岩溶 地质 奇观 ， 第一 洞天 名不虚传
5,真 美 ！ 洞 很大 ， 非常 不错 ！ ！ ！ ！ ！ ！
4,景点 还是 蛮 好 ， 就是 天气 原因 ， 几天 下 很大 那雨 ， 改了 很多 行程 ， 中途 遇到 很多 麻烦 ， 携程 客服 帮忙 解决 ， 如果 朋友 ， 建议 几天 先 不要 ， 听 当地人 说 最好 就是 8 月 15 前后 ， 满城 桂花香 。
5,非常 好 景点 ， 景区 景色 优美 ， 树木 花草 与 山岩 相得益彰 ， 溶洞 巨大 ， 洞内 奇石 各成 异态 ， 妙趣横生 ， 使 游人 想象力 大增 ， 可惜 由于 手机 电量 不足 ， 没 留下 照片 ， 有点 遗憾 。
5,灯光效果 很 好 ， 形象 。 非常 好 ！ ！
4,觉得 这个 景区 最 漂亮 还是 进行 联动 ， 虽然 骆驼 山 很 像 骆驼 非常 出名 ， 但是 七星岩 洞 景色 还是 震撼 ， 尤其 岩洞 里 奇山 怪石 ， 这么 多 真的 很漂亮 。
5,七星 公园 位于 市区 内 ， 解放 桥 附近 ， 七星岩 从 门口 花桥 进入 ， 步行 不远 ， 时间 刚好 赶上 15 : 30 导游 ， 讲解 详细 ， 山歌 唱 好听 ， 值得 一去 ， 公园 大 ， 赶时间 的话 ， 步行 游园 很 好 选择
5,非常 棒 景点 ， 主要 奔 着 七星岩 ， 大自然 鬼斧神工 ， 天然 钟乳石 加上 灯光效果 导游 讲解 ， 棒极了 ， 最后 还 坐 游览车 整体 参观 一下 七星 公园 ， 推荐
5,七星岩 部分 不错 ， 桂林 最老 岩洞 ， 然后 逛 七星 公园 ， 印象 比较 深 石刻 部分 ， 总之 景色 比较 综合 ， 湖景 ， 石刻 ， 历史 ， 溶洞 ， 攀岩 ， 山景 ， 推荐 。
5,七星岩 值得 一玩 ， 特别 适合 带 小孩子 一起 参观 ， 但 一定 要 跟着 导游 听 讲解 ， 没有 感觉 。 另 岩洞 里 拍照 ， 拍 得 很棒 ， 值得 。 要 水晶 照片 。
4,当地人 说 不如 芦笛岩 ， 但是 作为 没 看过 钟乳石 来说 足够 ， 全靠 灯光 撑场 ， 挺大 ， 听说 芦笛岩 精致 ， 另外 七星岩 门票 很 贵 ， 45 一张 ， 公园 门票 50 一张 ， 一共 95
5,七星岩 还是 蛮 好看 ， 配合 灯光 更加 艳丽 ， 真 佩服 他们 想象力 ， 愣 把 岩石 想象 成 某种 意境 或 物品 ， 可能 景区 所 需 ， 人流 限流 ， 不要 太晚
4,位于 七星 公园 内 ， 桂林 溶洞 景点 最 出名 ， 岩洞 内有 很多 珍贵 古代 石刻 ， 不少 名人 大家 留下 ， 想 细致 观瞻 的话 需要 自备 照明设备 。
4,七星 公园 几座 小山峰 ， 可以 爬山 ， 可以 玩 一天 ， 七星岩 很漂亮 ， 半小时 轮班 跟着 讲解员 走 ， 公园 如果 愿意 步行 可以 坐电 屏车 ， 每人 20 有些 略贵 ， 来 七星 公园 一定 要进 七星岩 ， 套票 很 合适 ， 比 门市 便宜 很多
3,这边 发生 一些 小 插曲 ， 网上 订 票 ， 居然 扫 出来 ， 耽搁 很 长时间 。 岩洞 景色 方面 ， 说 ， 芦笛岩 相比 略逊一筹 。 公园 的话 ， 整得 挺 大 ， 可以 逛逛 ， 山上 猴子 ， 不怕 ， 但 不要 靠近 ， 毕竟 野生动物 领地 意识 。
5,七星 公园 ， 桂林 市区 最大 公园 ， 其中 骆驼峰 桂林市 标志 之一 ， 公园 七星岩 一起 ， 游园 游洞 很 方便 ， 每次 来 桂林 必游 景区 。 只是 ， 二十多年 来 ， 公园 建设 进步 大 ， 北方 好多 免费 公园 ， 比 这里 建设 绿化 好 很多 。 期待 公园 管理 部门 多 投入 ， 大 发展 ， 不要 落后 落伍 ！
4,喀斯特地貌 桂林 “ 七星岩 ” 感覺 shiq 大话西游 至尊宝 片段 背景 啊 好美 好夢幻
3,只是 吃老本 景点 ， 景区 门票 便宜 ， 七星 公园 里 七星岩 还 另 收费 ， 景区 门口 小车 一人 20 元 。 【 性价比 】 比较 差 【 景色 】 气势磅礴 瀑布 ， 江山如画 溶洞 比较 好看 ！
5,七星岩 七星 公园 一处 需要 另外 购票 景点 ， 携程 上 联票 比较 划算 ， 价格 相对 于是 门市价 一半 。 其 优点 桂林市 区内 ， 交通 比较 方便 ， 但 景色 相对 于 银子 岩 比较 一般 。
5,七星岩 风景区 坐落 风景如画 桂林市 中心 城区 自然 风景优美 天然 形成 景观 震撼 景观 优美 非常 值得 一去 很 好 门票价格 实惠
4,导游 讲解 还 算 到位 ， 就是 门票 太贵 ， 但 比 其他 地方 要 花钱 请 导游 讲解 好 ， 个人 觉得 还是 可以 一看 ，
5,为 爸妈 订 ， 去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。
4,七星 公园 没什么 可玩 ， 七星岩 还是 值得 一去 ， 相对 其他 景点 高昂 门票 ， 七星岩 还是 物超所值 。 跟着 讲解员 一路 走 ， 灯光 一开 ， 美轮美奂 ， 没 不足 灯光 走 一段 开 一段 ， 并 不常开 ， 为了 节能 。
3,第一天 桂林 市区 游玩 ， 七星岩 。 进 公园 要收 门票 ， 进洞 还要 收 ， 公园 票 贵且 抵值 。 洞里 还是 挺深 宽 ， 还 不错 ， 钟乳石 挺 多 、 形状 各异 ， 挺 好看 。
4,桂林 钻 第一个 溶洞 ， 已经 被 震撼 ， 门票 要 提前 网上 买 ！ ！
3,岩洞 灯光 后期 加工 效果 、 另要 跟 紧 导游 要 还 没 来得及 看灯 就关 、 估计 他们 怕 费电
5,携程 订票 非常 便捷 ， 景区 门口 即可 取票 。 景区 很大 ， 慢慢悠悠 欣赏 可以 逛 上 一天 。 岩洞 内 景色 新奇 ， 鬼斧神工 ， 儿子 很 喜欢 。 适合 一家人 旅游 观赏 。
5,虽然 门票 小贵 ， 但 景区 整体 感觉 不错 ， 七星岩 里 讲解员 素质 很 高 ， 解说 热情 标准 ， 唱山歌 很 好听 ， 满意 ！
5,七星岩 景点 不错 ， 导游 讲解 很 好 ， 唯一 不爽 ， 景点 拍 照片 出口 取照 ， 照片 20 一张 ， 再 出去 一点 水晶 摆台 含 照片 20 ， 感觉 好 坑 爹 啊 ！ 早 知道 选择 ， 肯定 选 水晶 摆台 啊 ！
5,腊月 ， 温度 刚好 ， 一天 下来 心旷神怡 ， 七星岩 必须 要 ， 感受 大自然 鬼斧神工 。
5,远古 溶洞 ， 非常 自然 ， 加上 灯光 特别 好看 ， 但是 那个 景区 出来 时候 被 大雨 吓
5,七星岩 ， 位于 桂林 七星 公园 内 普陀山 腹 ， 东西 贯通 ， 入口 天玑 峰 西南 半山腰 ， 出口 东麓 。 它 原是 距今 100 万年 一段 古老 地下 河道 。 洞分 3 层 ： 上层 高于 中层 8 ～ 12 米 ， 残留 痕迹 尚可 辨认 ； 下层 距 中层 10 ～ 15 米 ， 仍 发育 地下 河道 ； 现供 游览 中层 。 中层 长 1100 米 ( 游程 814 米 ) 最高 27 米 ， 最 宽 50 米 ， 最窄 仅容 单人 通过 ， 面积 1.75 公顷 。 全洞 构成 一条 珠串 状 地下 长廊
5,桂林 七星岩 隋唐 时期 称 栖霞 洞 ， 宋代 称仙 李岩 、 碧虚岩 ， 位于 桂林 七星 公园 内 普陀山 腹 ， 东西 贯通 ， 入口 天玑 峰 西南 半山腰 ， 出口 东麓 。 七星岩 原 距今 100 万年 一段 古老 地下 河道 。 洞分 三层 ： 上层 高于 中层 8 ～ 12 米 ， 残留 痕迹 尚可 辨认 。 下层 距 中层 10 ～ 15 米 ， 仍 发育 地下 河道 。 现供 游览 中层 。 中层 长 1100 米 ， 最高 27 米 ， 最 宽 50 米 ， 最窄 处仅容 单人 通过 。
5,去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。
5,去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。
4,取票 过程 有点 坡折 ， 知道 要 哪里 取票 ， 后来 发现 原来 要 打电话 联络 。 景区 内 还有 蛮多 风景 ， 公园 不小 ， 还有 动物园 什么 ， 但是 要 另 收 门票 。 淡季 的话 里面 很多 店铺 没有 开 ， 觉得 有点 冷清 。 七星岩 里 岩石 比较 需要 想象力 才 看得出来 ， 整体 来说 还 不错 值得 一去 。
4,七星岩 位于 七星 公园 内 ， 漓江 东岸 ， 桂林市 面积 最大 、 历史 最 悠久 综合性 景区 。 主要 景点 骆驼 山 、 七星岩 、 花桥 、 动物园 等 。 从 天空 俯瞰 ， 七星 公园 七座 山峰 像 北斗七星 ， 因此 得名 虽然 它 桂林 最大 公园 ， 但 有些 差强人意 。 名气 很大 ， 但是 实在 不怎么 好玩 ， 做 为 散步 或是 锻炼 地方 很 好 。 而且 外地 游客 门票价格 十分 划不来 。
4,七星岩 原来 一段 地下河 ， 上升 成为 溶洞 。 父上 大人 早年 时候 那里 做成 个 鬼屋 样子 ， 现在 已经 还原 原貌 ， 以 石钟乳 、 石笋 、 石幔 景观 为主 。 溶洞 比较 暗 ， 而且 灯光 由 导游 控制 ， 所以 入口 检票 时要 稍 等 ， 每 半小时 由 专业 导游 带入 游览 。
4,非常 给力 ， 里边 真是 美轮美奂 ， 强力 推介 奥
4,怎么 说 呢 … 七星岩 比较 需要 脑洞 … 要 把 各种 看似 普通 一块 钟乳石 脑补成 导游 说 东西 -_- | | ， 七星 公园 的话 适合 散散步 爬 爬山 ， 环境 不错 ， 空气清新 ， 山上 小 飞虫 有点 多 …
