评分,comments
4,其实 觉得 这个 景区 处于 好 与 一般 之间 ， 最让人 吐槽 ， 本来 已 买 景点 门票 ( 即 上 岛 船票 ) ， 可是 售票处 服务 人员 却 交待 ， 现在 洪水期 ， 等 坐船 要交 1 元 钱 洪水 费 ， 坐船 离岛 时 要 再 交 1 元 钱 洪水 费 ， 而且 原来 免费 停车 ， 可 五一 却 要 收 10 元 停车费 ， 还 提供 票据 。
5,丹洲 景区 位于 三江 、 融安 、 融水 三县 交界 209 道旁 ， 处在 融 江河 四面 环水 一座 小岛 上 ， 景色 不错 ， 趣味性 强 ， 坐船 游览 ， 很 舒服 ， 棒棒 。
5,环境 干净 卫生 ， 空气清新 ， 丹洲 村古村 街道 原生态 古色古香 ， 很多 自产自销 腊 猪头 、 腊肉 、 腊 猪脚 、 腊鸭 等腊 系列 ， 生态 果园 很多 ， 甘蔗 、 桔子 、 柿子 、 最多 最 有名气 柚子 ， 还有 柚子 皮 柚 皮糖 ， 柚皮 做 菜色 ， 还有 历史悠久 丹洲 书院 ， 寓古色 古乡 景色 、 生态 游玩 、 吃于 一体 综合性 景区
4,柳州 三江 县丹州 景区 ， 据说 唯一 不通 桥梁 小岛 ， 小岛 大 ， 西 西 拉拉 几个 码头 ， 小岛 上面 最多 柚子 ， 腊鸭 腊肉 ， 晴朗 秋日 ， 来到 这里 ， 五颜六色 糯米饭 ， 又 好看 又 好吃 ， 建议 时间 一日游 可以 看看
5,丹洲 古镇 保存 许多 当年 建筑物 原来 面目 。 古镇 客栈 ， 饭馆 ， 风味 小食 应有尽有 。 尤其 各种 河鱼 干 ， 香菇 酱 ， 虾酱 味道 别具 风韵 。
5,开车 融水 路过 顺便去 玩 ， 人去 ， 真的 游客 没有 ， 可能 居民 吧 。 岛上 居民 说 过 几天 节日 才 有人 ， 把 岛上 逛 个 遍 ， 好多 柚子 ， 街道 建设 得 蛮 好 ， 如果 人多 的话 可能 很 热闹 ， 值得 一去 ， 门票 又 便宜 。
5,距离 柳州市 区约 一百四十 公里 ， 一座 位于 柳 江河 上 小岛 ， 古城 已有 数百年 历史 ， 明清 时期 县 治所 。 岛上 栽种 很多 沙田柚 ， 所以 这里 叫 “ 柚子 洲 ” 。
5,丹洲 ， 不想 离开 地方 ， 丹洲 黄姚 一样 ， 认为 广西 值得 一去 ， 且 一去 再 地方 。 那里 远离 喧嚣 宁静 ， 残亘 古朴 记忆 ， 原生 绿色 地道 美味 ， 满眼 沙田柚 ， 还有 静静 流淌 江水 。
3,大概 是因为 淡季 。 啥 没有 。 店 开门 。 街上 没 。 所有 店里 有人 打牌 。 想着 喝杯 蜂蜜 柚子茶 没得 。 根本 没 招待 。 想 吃 个 饭 没人 搭理 打牌 。 除了 打牌 ， 见到 很 难 。 柚子 树上 没 几个 柚子 。 卖 柚子 两件 。 一家 五元 ， 一家 十元 三个 。 立 手写 牌子 。 喜欢 安静 可以 看看 。 推荐 特意 来 。
4,金秋 时节 ， 柚子 成熟 ， 又 一年 柚子 节 ， 来到 三江 丹洲 ， 小岛 很 不错 ， 天气 又 给 力 ， 乘 上 渡船 ， 踏上 岛屿 ， 悠闲自在 小岛 逛起来 ， 柚子 腊鸭 糯米饭 ， 样样 喜欢 ， 值得一看 好 地方 ！
4,四面 环水 丹洲 古城 位于 柳州 与 湖南 边界 ， 古城 没有 过多 商业化 ， 城里 布满 着 明清 时期 遗迹 ， 由于 并 知名 ， 所以 游客 不算 太 多 ， 另 古城 保持 恬静 ， 可以 静心 游玩 。
4,交通 ： 门口 通勤 大巴车 ， 车次 多 ， 建议 自驾 。 自驾 路线 沿 融江 两岸 ， 左侧 国道 ， 右侧 高速 加省 道 ， 从 三江 县城 出发 走 右侧 ， 后半段 省 道路 不太好 走 。 景区 服务中心 停车 5 块 ， 但是 服务 简直 ， 开车 排队 等 十几分钟 ， 下车 走进 停车场 转 一圈 发现 停车场 划线 不合理 ， 大片 空地 不让 小车 进去 ， 把门 逻辑 要 大巴车 ， 要不然 得 同时 开 两台 车 ， 景区 可能 为了 接待 团体 游客 ， 但是 真 没有 几个 团来 这里 。 来 ， 司机 把门 吵 一架 ， 循环往复 ， 门口 堵车 严重 。 门外 路边 停车 村民 收费 小车 20 ， 第一次 见 这种 景区 ， 可能 故意 给 村民 留点 生意 。 门票 ➕ 往返 船票 携程 预订 18 ， 现场 二十 ， 当地人 可以 白 嫖 古城 物价 不会 。 满大街 卖 柚子 。 国道 上 ¥ 5 ， 景区 门口 ¥ 6 ， 景区 内 8 块 。 干货 腊肉 腊鸭 笋干 菜 干 。 顺路 可以 过来 花费 两三个 小时 看看
5,要 坐船 才能 古城 ， 融江 江心 岛上 ， 四边 柚林 环抱 ， 古朴 幽静 ， 没有 太多 商业化 喧嚣 游客 ， 景色 不错 ， 晚上 江边 竹林 柚 林中 还 能 看到 星星点点 萤火虫 。
5,性价比 高 ， 去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。
1,停车 免费 ， 可是 车位 满 ， 私人 停车场 收费 20 . 洲 上 全是 客栈 卖 蜡味 ， 做 腊味 鸭子 是从 山东 沂南县 批发 过来 。 一家 饭馆 ， 一斤 多 一条 江团 做 大鱼 炖 豆腐 ， 来 一桌 客人 分为 两分 ， 再 来 一桌 分成 三份 ， 一份 要 七十 。 70 一份 大鱼 炖 豆腐 ， 不到 半斤 鱼 ， 真是 可以 。 除了 半截子 废 城墙 ， 新修 伪 古物 。
3,坐车 时间 比 古镇 时间 还长 ， 没有 很 古老 感觉 ， 就是 些 买 东西 ， 感觉 值得 再 … …
4,丹洲 景区 融江 江心 岛 ， 曾经 三江 古 县城 ， 岛上 还有 不少 古迹 文物 ， 如 明代 北 门楼 、 明代 书院 、 闽粤 会馆 。 时候 ， 书院 正 进行 保护 维修 ， 会馆 荒废 无人管 。
3,丹州 门票 主要 停车费 渡轮 费共 30 元 ， 景色 一般 ， 古迹 主要 旧 城门 城墙 ， 适合 一家人 住宿 民宿 游 ， 部分 古迹 还是 荒废 没 能 重整 ， 两个 小时 走 完全 岛
4,长时间 劳累 趟 丹洲 走走 不错 ， 去过 很 多次 ， 古风 比较 浓 ， 但是 要 玩 的话 并 没有 什么 可玩 ， 重在 观赏
5,丹州 ， 四面 环江 小镇 ， 须 靠 渡船 往返 ， 时间 约 五分钟 ， 镇上 安静 ， 休闲 ， 很多 古老 建筑 旧址 ， 仿佛 时间 又 回到 以前 ， 休闲 好去处
5,兰丹 州 古镇 水上 小岛 。 出入 要 靠 坐船 。 所以 早上 还 留有 一些 古风 民俗 。 一帮 朋友 相约 这里 住 一下 ， 喝点 小酒 ， 烤点 烧烤 还是 很 惬意 。
4,20 门票 还 包括 来回 船票 ， 良心 村民 很 朴实 ， 时候 恰逢 国庆 ， 还有 县太爷 接驾 ， 很多 土特产 ， 买 腊鸭 腊肉 橘子 柚子 ， 条件 住 那边 ， 以前 县衙门 ， 静静 感受一下 历史 沧桑
5,从 三江 县城 丹洲 从河东 汽车站 坐 公交车 大概 两个 半小时 ， 12 块 ， 便宜 但是 浪费时间 ， 丹洲 买 门票 往返 船票 ， 坐 渡船 上 岛 ， 这里 就是 世外桃源 ， 非常 安静 古朴 ， 最 喜欢 就是 这里 书院 ， 拍照 出片 ， 老街 随便 逛逛 即可 ， 最 喜欢 就是 西边 河边 ， 从小 条江上 玩水 ， 现在 带娃来 玩 ， 要 注意安全 ， 河水 还是 很深 很 急 ， 不要 往太深 地方 ， 家长 时刻 看紧 孩子 ， 如果 没把握 还是 别带 孩子 岸边 玩 。 住宿 : 沿河 风景 好 ， 尽可能 选择 岸边 高楼 客栈 ， 住 顺丰 假日酒店 ， 她家 四层楼 ， 东岸 ， 三楼 南侧 标间 可以 看到 九十度 江景 ， 非常 美 ， 住宿 条件 就是 普通 农家院 标准 ， 还 算 干净 ， 空调 可 洗澡 ， 菜 做 得 还 好吃 ， 米饭 特别 香 ， 推荐 吃笋 、 南瓜 苗 ， 吃 鱼 要 提前 定 。
5,性价比 高 ， 去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。
5,有趣 好玩 ， 去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。
5,总体 超赞 ， 去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。
5,有趣 好玩 ， 去年 去过 ， 旅行 有时候 只是 一种 心情 释放 ， 好比 沉在 水底 鱼儿 ， 雷雨 到来 之前 感觉 烦闷 ， 迫切 想要 水面 透一口气 。 远离 城市 ， 奔赴 另外 城市 ， 无论 这个 城市 给 你好 与 坏 感觉 ， 但 有点 不变 ， 对于 未知 风景 ， 总抱 着 憧憬 好奇 。
5,做 一期 几分钟 片子 ， 但是 只能 传 30 秒 ， 更 多 旅行 视频 可以 关注 视频 号 ： 喜橙爱 自驾
4,丹洲 古镇 1591 年 （ 明代 万历 年 ） 至 1914 年 （ 民国 三年 ） 三江 县 县治 所在地 ， 时称 怀远县 ， 至今已有 400 多年 历史 ， 中国 唯一 建立 河 岛上 古镇 。
4,县级 主干道 不太好 走 ， 风景秀丽 ， 小 众 景点 吧 ， 历史 文化底蕴 厚重 ， 很 适合 放慢 脚步 感受 每个 街角 每个 柚园 ， 但 商业 氛围 有些 浓 。 如果 时间 多 建议 留宿 民宿 。
5,丹州 ， 四面 环江 小镇 ， 须 靠 渡船 往返 ， 时间 约 五分钟 ， 镇上 安静 ， 休闲 ， 很多 古老 建筑 旧址 ， 仿佛 时间 又 回到 以前 ， 休闲 好去处 ，
3,不是 柚子 节去 ， 所以 很 清静 ， 古城 里 全是 柚子 树 ， 用 柚子 做 食品 很多 ， 爱 吃 柚子 皮 做 糖 ， 住宿 方便 古城 ， 到处 带 很大 柚子 园 宾馆 。
4,古镇 上 就是 两个 城楼 丹洲 书院 特色 ， 古街 已经 没有 原来 模样 ， 比较 商业化 。 三月 三去 ， 有点 小雨 再配 上 到处 柚子 花香 ， 很 舒服
4,雨夜 下 丹洲 古镇 ， 没有 喧闹 商业 氛围 ， 安静 逛下 一样 感觉 ， 夜景 下 这个 特色 古镇 一样 味道 ， 蛮 适合 静静的 感受 。
5,景区 没什么 价格 不贵 要 坐船 上 岛 还 算 有点 特色 岛上 建筑 没多大 看头 感觉 有点 杂乱 当地人 里面 生活 景象 .
5,丹州 小镇 不是 很大 。 上种 很多 柚子 树 。 当地 特产 柚子 糖 。 味道 不错 。 还有 很多 辣 腊味 。 进岛 要 靠 坐船 ， 进出 岛 一样 。 景色 还 可以 。 周末 好去处 。
4,独特 性 ： 位于 河 中央 古城 。 没有 车 声 喧嚣 地方 。 古城 被 郁郁葱葱 柚子 树 柳树 覆盖 。 安安静静 、 郁郁葱葱 站 在水中央 古城 。
5,丹洲 古镇 位于 广西 柳州市 三江 县 南端 ， 西邻 融水 ， 南靠 融安县 城 ， 209 国道 贯穿 全镇 7 个 行政村 ， 西有 枝 柳 铁路线 融江 航线 。 往南 140 公里 达 柳州 ， 北上 55 公里 三江 县城 。 镇 人民政府 驻板 江街 。
5,柳州 三江 丹洲 古镇 曾 明清 两朝 时期 县城 所在地 ， 抗战 期间 ， 包括 社会学 大师 费孝通 、 著名 文学家 鲁彦 在内 众多 文人墨客 、 专家学者 集聚 丹洲 ， 使丹洲 名噪一时 。
4,适合 周末 带 孩子 来 度假 ， 很少 ， 一点 像 景区 ， 很 安静 ， 岛上 原 居民 ， 游客 多 ， 住宿 条件 很 一般
3,位于 融江 江心 小岛 上 ， 个 唯一 四面 环水 古镇 。 上岛 需 坐 渡船 ， 东岸 码头 坐 渡船 。 漫步 小岛 上 ， 可以 看到 气势恢宏 丹洲 明代 北 门楼 ， 历史悠久 明代 书院 ， 供奉 妈祖 闽粤 会馆 ， 还有 古 县衙 礼堂 等 历史 遗迹 。
5,价格便宜 ， 景色 迷人 ， 民风纯朴 ， 吃饭 农家乐 ， 如果 当季 时候 还有 柚子
4,这是 小小的 独立 在外 水乡 。 要 进去 得 借助 渡船 。 青砖 路 保留 完好 城墙 、 书院 ， 让 感受 古城 韵味 。
4,村里 挺 挤 ， 挺 多 新盖 房子 ， 旧 建筑 还是 比较 完整 ， 相关 服务 完善 ， 买 40 元 票 ， 没 查票 ， 没有 什么 服务 ， 溜 一圈 ， 大约 小时 走 ， 可以 随便 一下 。
5,当地政府 十分重视 文物保护 项目 建设 。 近年 投入 不少 资金 对丹洲 明代 北 门楼 、 明代 书院 、 闽粤 会馆 、 古 县衙 礼堂 等 古城 文物 进行 保护 修善 。
5,群山环绕 ， 环境 很 美 ， 古城 四面 环水 ， 清早 或 傍晚 沿着 河堤 路 漫步 尤其 美丽 。 最好 体验 北部湾 情人 堤 那段 。 古城 夜景 没 啥 ， 整个 城里人 很少 ， 但 环境 不错 ， 家家户户 绿植 ， 古城 以 柚子 闻名 。 居住 古城 里 日落 日出 很 好 安排 。
4,位于 江心 充满 人间烟火 气 小岛 ， 时间 充裕 的话 可 岛上 住 一晚 ， 可 欣赏 岛上 日落 与 日出 。 小岛 不一人 ， 慢慢 转有 个 2 - 3 小时 可 转完 ， 没 去过 还是 值得 一去 。
1,可能 是因为 期望值 太高 ， 真的 以后 感觉 很 失望 统一规划 新房子 ， 完全 没有 古镇 该 韵味 。 满街 旅馆 小 摊子 ， 没什么 值得 玩 地方 。 建议 大家 不要 里面 吃饭 ， 特别 一入 景区 地方 ， 又 贵 态度 又 不好 ， 丝瓜 苦到 怀疑 人生 ( ◔ ◡ ◔ )
5,每年 秋天 ， 古镇 举办 盛大 柚子 节 ， 很多 外地 朋友 慕名而来 ， 这里 柚子 汁 多 清甜 ！
3,开车 景区 门口 ， 就算 停车 路边 ， 不停 停车场 ， 保安 还是 过来 收 停车费 ， 没什么 游客 ， 古镇 上 民宿 餐饮 ， 但 基本 关门 ， 风景 一般 ， 唯一 亮点 就是 要 坐船 过去
5,门票 二十一 ， 包 坐船 过河 ， 很 民族风情 ， 还有 农家乐
5,景色 迷人 ， 农家乐 特色 小商品 ， 农家 土货 纯正
5,老家 融安县 这家 好吃 点 ， 在家 没什么 好吃 ！ 这里 人多 ！
5,丹州 古镇 ， 小 古镇 好 景色 ， 朋友 起来 看看
3,确实 没 啥 玩 … … 上去 散散步 还 行
5,景区 几个 古建筑 ， 12 月份 收 门票 ， 只收 轮船 摆渡 ， 五元 一位 往返 ， 从 三江 县城 过来 ， 走 道路 比较 窄 ， 如果 时间 充裕 ， 可以 过来 看一看 当地 特产 腊肉 柚子
5,十分 值得 游玩 水上 古镇
5,丹洲 座 文化 古城 。 位于 三江 、 融安 、 融水 三县 交合 处 ， 地处 融江 江心洲 上
4,想 朋友 不用 买 这个 票 、 直接 下去 河边 上船 1 元 可以 过河 。
5,每人 20 元 门票 ， 价格便宜 ， 里面 还 很多 农家乐 ， 还有 古城墙 ， 很 特色
4,县级 主干道 不太好 走 ， 风景秀丽 ， 小 众 景点 吧 ， 历史 文化底蕴 厚重 ， 很 适合 放慢 脚步 感受 每个 街角 每个 柚园 ， 但 商业 氛围 有些 浓 。 如果 时间 多 建议 留宿 民宿 。
5,古城 ， 历史 ， 环境优美 ， 农家 小院 ， 适合 度假
5,很漂亮 ， 世外桃源 ， 农家乐 ， 值得 一去 ， 好评
5,玩 过 1 次 ， 空气 很 好 ， 岛上 居民 很 热心 ， 很赞 ！ 下次 有空 还会 。
5,值得 一游 水上 古镇
4,这里 个 休闲 景区 ， 特别 适合 拍拖 走走 拍拍 照 或 朋友 聚会 地方 ， 岛上 几家 农庄 ， 烧烤 ， 钓鱼 ， 野炊 等
4,丹洲 个 四面 环水 小岛 ， 环境 幽静 ， 空气清新 ， 值得 一去 。
3,丹州 古镇 比较 好玩 民族特色 农家乐 ， 东西 便宜
5,好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好
5,三江 经过 小岛 ， 超出 预期 ， 值得 一来
5,盛产 柚子 小岛 ， 景色 还 不错 。 四周 被 水 环绕 。
4,丹洲 村 座 古城 ， 保持 原貌 ， 民风纯朴 ， 景色 不错 ， 值得 休闲 渡假 。
5,丹洲 古镇 小 众 景点 ， 镇子 大 ， 几处 古建筑 ， 小岛 往返 古镇 ， 需要 坐 摆渡 船 ， 官方 售票 价是 五元 往返 ， 正值 冬季 ， 收 门票
5,时间 不赶 的话 小住 几天 ， 非常 清静 ， 来回 城区 只能 坐船 ， 镇上 大 石板路 ， 没有 汽车 跑动 ， 民宿 后边 柚子 园 ， 环境 很 清幽
4,古城 ， 可能 刚 开发 没多久 ， 亦 或是 疫情 原因 导致 开发 停滞 。 总得 感觉 景色 不错 配套 不行 。 价格 上 还 不错 ， 跟着 岛上 居民 赶集 ， 价位 还是 挺 便宜
4,石头 多 ， 淳朴 人民 风景优美 很 适合 外拍
5,身边 古镇 ， 平时 周末 那里 过
4,岛上 安静 ， 比较 休闲 ， 度 周末好 地方
5,安静 小镇 ， 适合 慢 生活 … …
4,被 水 包围 古镇 ， 柚子 故乡 。 就是 交通 不太 方便 。
4,古镇 历史悠久 ， 作为 三江 县 治所 三百多年 ， 但 历史 建筑 保护 较差 ， 如闽粵 会馆 仅剩 大门 。 游客 主要 周边 。 20 元 门票 其实 摆渡 费在 一起 ， 价格低廉 。
4,历史 意义 地方 ， 古城 大 ， 个 小岛 ， 岛上 米酒 ， 柚子 印象 深刻 ！
5,携程 买票 半价 优惠 很 好 ！
4,很 特色 古镇 ， 要 坐船 才能 上去 ， 柚子 故乡 ， 到处 能 见到 柚子 。
4,岛屿 一样 小镇 ， 岛上 没有 汽车 ， 可以 休闲 度假 住 上 几天 。
4,非常 值得 一去 景色 很美 很 好玩 强烈推荐
5,需要 细品 地方 ， 只是 走马观花 地看 的话 可能 觉得 无聊 ， 如果 喜欢 发呆 或者 散步 的话 个 不错 地儿
1,这是 一次 没 兴趣 再 地方 ， 4A 差别 很大 ， 岛上 除了 风格 统一 建筑 ， 没有 什么 娱乐活动 ， 除了 安静 发呆 干不了 什么 别的 …
4,三江 南面 小镇 ， 岛上 游玩 还是 有点 乐趣 。
1,比 去年 涨价 15 元 ， 除 周末 外 ， 人气 冷清 ， 态度 不好 ， 吃饭 地方 很少 。 实话实说 ， 35 元 门票 不值 ！ 凤凰古城 ， 镇远 古镇 ， 平遥 古城 收 门票 。 游客 来 玩 ， 吃饭 住宿 消费 就是 为 地方 增加 税收 ， 城小 没有 什么 娱乐 消遣 项目 ， 收 过渡 费 足矣 。 值得 表扬 三江 公交车 司机 很 敬业 ， 服务态度 超级 赞 ！ 本人 遗落 袋子 4 路 公交车 上 ， 乘坐 10 路 公交车 ， 该车 司机 尽心尽力 帮 找寻 ， 致 袋子 完碧归 赵 ！ 精神 可敬 可贵 ！
4,可以 欣赏 诸多 文人 骚客 遗作 ， 一处 好 风景
4,风景秀丽 自然风光 无限风光 ， 环境优美
4,小岛 上 古镇 ， 四面 环水 ， 很 特色 。
4,应该 还是 不错 ， 机会 试试看 。
3,烧烤 之地 。 。 。 。 。 。 。 。 。 。 。 。
3,商业 味 很 浓郁 ， 传说 古迹 跟 周围 建筑 挺 搭 ， 没有 维护 很 好 样子 。 然后 北 城门 有个 招牌 写 着 百香果汁 三块 ， 收费 收 五块 ， 诚信 不足 。
3,好 地方 … …
3,一座 只能 坐船 而入 古镇 ， 静心 宜人
4,还 行 ， 水上 村落 ， 进出 靠 船 ， 离 不远 ， 不过 里面 一些 历史 遗留 建筑 ， 感受 下 挺 好 。
5,水上 景区 满 不错 ， 世外桃源 一样 ，
3,岛 里面 没 啥 古迹 破破烂烂 根本 没 重视
3,不错 地方 ， 毎 次 喝醉 。 下次 一定 清醒
5,总体 还 可以 ， 就是 卖票 妇女 有点 厉害
3,还 可以 ， 就是 交通 不太 方便 。 。 。
5,非常 好玩 地方 ， 很 安静 。 。 。 。
5,非常 好玩 地方 ， 安静 。 。 。 。 。
3,柚子 节有 活动 可以 玩 活动 赢 柚子
5,取票 方便 ， 工作人员 态度 好
5,挺 喜欢 这个 江 上 小岛
5,坐船 才能 ， 不同 体验
5,景色 非常 好 ， 值得 推荐
5,没有 想象 古镇 特色
5,景区 很 休闲 ， 卫生 很 好
5,很 好 很 好 ， 下次 还会
5,小 众 景点 ， 值得 一游
5,环境 不错 ， 空气清新
4,买 5 张 成人 票 ， 其中 一位 65 岁 老人 。 没有 提醒 可以 优惠 。
5,风景 很 好 ， 值得 走走
5,很 安静 小镇
4,景点 岛上 ， 岛上 好多 柚子 ， 好少 ， 环境 挺 好 ， 腊鸭 好 便宜
5,好好 好好 好好
4,小而 宁静 ！ 走走看看 体会 历史 痕迹 。
5,很 值得 。
5,值得一看 。
1,避坑 避坑 ， 完全 值得 。 说好听 点 古村落 ， 说 难听 点 就是 落后 农村 建在 岛上 ， 仅此而已 。 没有 风景如画 这种 说法 ， 活动 时候 可能 稍微 热闹 点 ， 但 那样 ， 很多 观光 景点 直接 没 开门 ， 就是 瞎 走 ， 漫无目的 农村 里 绕行 ， 关键 山里 免费 ， 这里 要 收费 啊 ， 算上 渡轮 一人 35 ， 非常 值得 。
4,下 小雨 ， 随便 走 走 回去 ， 没 怎么
4,一座 古城 ， 一般般
3,主要 坐船 过 对岸 有点 特色 ， 岛上 全是 购物 ， 已经 被 经济 淹没
3,可玩性 低 ， 景色 一般 ， 比较 商业化
3,原价 20 性价比 低 ， 景色 一般 ， 可玩性 低 ，
1,从没 见过 这么 冷清 地方 ， 游客 几乎 没有 ， 商店 基本 无人 ， 关键 本地人 没 瞧见 几个 。
3,特色 突出 ， 商业化 严重
1,不好玩 ！ ！ ！ ！ ！ 真的 不好玩 ！ ！ ！ ！ 只是 小岛 ， 岛上 没什么 活动 ！ ！ ！ ！ 而且 还 偏僻 。 好 难受 啊啊啊 好 伤心 ！ ！ ！ ！
