评分,comments
5,兴坪 值得 大家 小时 ， 逛逛 走走 ， 坐 竹筏 下 阳朔 可以 。 【 景色 】 空气 好 【 趣味 】 看看 20 元 人民币 背景 吧 ， 毕竟 20 元 看不到 。
3,阳朔 必去 景点 之一 ， 客栈 门口 就是 20 元 背面 景点 ， 但是 角度 并 不是 最佳 ， 所以 刚 开始 时候 没有 感觉 ， 然而 沿着 漓江 往回 走 时候 发现 那里 角度 才 最 正宗 ， 几乎 所有 带 纸币 游客 拿出 一张 纸质 20 元 对照 一下 是否 完全 一样 。
5,20 元 人民币 背景图 ， 其实 漓江 上面 比较 有名 景点 。 兴平 古镇 坐车 ， 然后 朝板 山 ， 岸边 可以 看到 这个 景点 。 冬天 ， 树叶 有些 凋零 ， 但是 风景 依然 还是 很 美 。
4,二十元 人民币 背景图 ， 广西 桂林市 阳朔县 兴坪 码头 附近 ， 需要 沿着 一条 小路 走 下去 ， 拍照 非常 多 。 可以 附近 江边 趟 趟水 ， 可以 沿途 看看 风景
3,好 无聊 景区 。 坐船 没 看头 ， 而且 就是 推销 照片 。 船 很挤 很 吵 很 热 。 由于 天气 不好 ， 而且 是从 十里 画廊 过来 ， 感觉 这边 真的 好 普通 。 景色 不错 ， 但是 没有 遇 龙河 好 。 趣味 不高 ， 没 啥 玩 。 性价比 低 ， 推荐 。
5,黄布 倒影 — 新版 20 元 人民币 背面 图案
3,此处 20 元 人民币 背景图 观景台 时 ， 漓江 算是 枯水期 ， 感觉 没有 那么 美 ， 但 好歹 阳朔 标志物 ， 来 还是 要 打个 卡 ， 对照 着 20 元 感觉 很 亲切 神奇 。
5,真的 很 不错 ， 非常 不错 地方 ， 以后 还会 再 ， 真的 很 不错 ，
4,免费 景点 ， 但仃车 要 收费 ， 当地人 收 ， 暑假 挺 多 。
5,这是 很 不错 地方 之一 ， 强烈推荐 一下 给 大家 一起 玩
5,全方位 无 死角 干净 ， 性价比 超级 高 ， 值得 推荐
1,该 景点 根本 值得 ， 所谓 背景图 ， 拍照 地点 ， 虽然 标注 免费 拍照 ， 但 当地 村民 占 用来 收钱 ( 10 元 ) 。 且 沿途 太晒 ， 要 直接 导航 背景 拍照 ， 停车费 20 元次 。 阳朔 大 把 景点 好过 它 ， 极力 推荐 。
